Rank	Priority	Opportunity Score	Market	Country	Business / Property	Lead Type	Category	Address	Public Business Phone	Shared Phone Count	Rating	Reviews	Portfolio Potential	Suggested First Pitch	Maps Lookup	Enrichment Search	Source Ref	Harvested	Status	Notes	Official Website	Public Email	Contact Page	Instagram	Facebook	WhatsApp	Portfolio / Listing URL	Resolved Operator / Parent	Portfolio Signal	Primary Outreach Route	Enrichment Confidence	Enrichment Status	Enrichment Source URLs	Enrichment Notes	Column 36
6577	A	88	Port Aransas	USA	Bird in Paradise at Pelican's Roost Port Aransas		holiday_rental_home	152 Paradise Pointe Dr, Port Aransas, TX	12103133746	1			High				overture:8c5cfd76-864e-4626-a0da-ec25741a7222	2026-08-15	New		http://www.vrporta.com/	portaransastownhomes@gmail.com									High	Verified	https://explore.overturemaps.org/#id=8c5cfd76-864e-4626-a0da-ec25741a7222		
6578	B	78	Santa Maria	USA	Walker & Associates Property Management		property_management	145 S Gray St, Santa Maria, CA	18059379900	1			High				overture:2fd1837d-fd1a-47f9-9179-77f7ca878eeb	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.walkerrentals.net/	service@walkerrentals.net									Medium	Recall-first	https://explore.overturemaps.org/#id=2fd1837d-fd1a-47f9-9179-77f7ca878eeb		
6579	A	91	Elkford	Canada	Wapiti Ski Club		ski_resort	1000 Natal Rd, Elkford	12508652020	1			High				overture:60bb00b7-12d4-4dcf-9d6d-7e88577803a6	2026-08-15	New		http://www.wapitiskiclub.com/	president@wapitiskiclub.com									High	Verified	https://explore.overturemaps.org/#id=60bb00b7-12d4-4dcf-9d6d-7e88577803a6		
6580	B	78	Ridgecrest	USA	Wellspring Property Management		property_management	206 N Balsam St, Ridgecrest, CA	17603714282	1			High				overture:fe3455b8-1c01-44b1-b6a5-437eb213e054	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.wellspringpm.com/	info@wellspringpm.com									Medium	Recall-first	https://explore.overturemaps.org/#id=fe3455b8-1c01-44b1-b6a5-437eb213e054		
6581	B	78	Long Beach	USA	We Manage Property Management		property_management	316 Redondo Ave, Long Beach, CA	15627192350	1			High				overture:5198bd1f-5ecb-4f68-8c3f-d1bfbbbaefea	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.wemanage.us/	info@wemanage.us		https://www.instagram.com/wemanage_inc/							Medium	Recall-first	https://explore.overturemaps.org/#id=5198bd1f-5ecb-4f68-8c3f-d1bfbbbaefea		
6582	B	78	Culver City	USA	Property Management Associates		property_management	6011 Bristol Pkwy, Culver City, CA	13232952000	1			High				overture:c6f7076f-c1e6-40f8-a4fc-01a1af031819	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.wemanageproperties.com/	pma@wemanageproperties.com		https://www.instagram.com/property.management.associates/							Medium	Recall-first	https://explore.overturemaps.org/#id=c6f7076f-c1e6-40f8-a4fc-01a1af031819		
6583	B	78	Calgary	Canada	Sarah Loney Real Estate and Property Management		real_estate_agent	1612 17 Ave SW, Calgary, AB	14038051203	1			High				overture:fd835127-f9e0-4422-a1a8-8f73608fa815	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://wesellcalgaryhomes.ca/	sarah@wesellcalgaryhomes.ca		https://www.instagram.com/yycrealtor/							Medium	Recall-first	https://explore.overturemaps.org/#id=fd835127-f9e0-4422-a1a8-8f73608fa815		
6584	B	78	Houston	USA	West Houston Property Management		property_management	16225 Park ten Pl, Houston, TX	12817705291	1			High				overture:72fb4f19-ad35-4959-a4e5-4adb75772c9f	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://WestHoustonPM.com/	info@westhoustonpm.com		https://www.instagram.com/westhoustonpm/							Medium	Recall-first	https://explore.overturemaps.org/#id=72fb4f19-ad35-4959-a4e5-4adb75772c9f		
6585	B	78	Huntington Beach	USA	West Point Property Management		property_management	16872 Bolsa Chica St, Huntington Beach, CA	17145013783	1			High				overture:4466f96f-387e-48bd-8417-4dae9bd3534f	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.WestPointProperty.com/	info@westpointproperty.com									Medium	Recall-first	https://explore.overturemaps.org/#id=4466f96f-387e-48bd-8417-4dae9bd3534f		
6586	B	78	Los Angeles	USA	WestStar Property Management		property_management	18726 S Western Ave, Los Angeles, CA	13103521143	1			High				overture:d9aa20d5-5a69-4c7b-a333-f5b14250f1ea	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://www.weststarproperty.com	info@weststarproperty.com									Medium	Recall-first	https://explore.overturemaps.org/#id=d9aa20d5-5a69-4c7b-a333-f5b14250f1ea		
6587	B	78	Claremont	USA	Wheeler Steffen Property Management		property_management	1420 N Claremont Blvd, Claremont, CA	19096215941	1			High				overture:0bb99c8c-367d-425d-8657-fdda98701683	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.wheelersteffen.com/	s_paul@wheelersteffen.com									Medium	Recall-first	https://explore.overturemaps.org/#id=0bb99c8c-367d-425d-8657-fdda98701683		
6588	B	78	Whitefish	Canada	Whitefish Property Management		property_management	333 Baker Ave, Whitefish, MT	14068634651	1			High				overture:034f4e15-8ab6-464a-9b92-345413d15aed	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.WhitefishPropertyManagement.com/	info@whitefishpropertymanagement.com									Medium	Recall-first	https://explore.overturemaps.org/#id=034f4e15-8ab6-464a-9b92-345413d15aed		
6589	B	78	Dallas	USA	White Glove Property Management		property_management	13155 Noel Rd, Dallas, TX	12145060683	1			High				overture:4f08f907-f591-4a2a-a692-2a2465881a20	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://whiteglovepropertymanagement.com/	info@whiteglovepropertymanagement.com									Medium	Recall-first	https://explore.overturemaps.org/#id=4f08f907-f591-4a2a-a692-2a2465881a20		
6590	B	78	La Mesa	USA	Whittington Property Management		property_management	8270 La Mesa Blvd, La Mesa, CA	16196673050	1			High				overture:cd15a512-3e37-4c3f-94f2-3b459ec7f763	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.WhittingtonPM.com/	info@whittingtonpm.com									Medium	Recall-first	https://explore.overturemaps.org/#id=cd15a512-3e37-4c3f-94f2-3b459ec7f763		
6591	B	78	Calgary	Canada	Westhawk Property Management		property_management	1289 Highfield Cres SE, Calgary, AB	14033190701	1			High				overture:dd5d8ef3-5258-4015-bd07-3d2c2609a6ff	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.WHPM.ca/	info@whpm.ca		https://www.instagram.com/westhawkproperties/							Medium	Recall-first	https://explore.overturemaps.org/#id=dd5d8ef3-5258-4015-bd07-3d2c2609a6ff		
6592	A	88	Fischer	USA	Wiggle Butts Ranch Vacation Rental		holiday_rental_home	9902 FM 32, Fischer, TX	12107258508	1			High				overture:c2717c33-d5a9-4ebb-96eb-b40a2b38c2ca	2026-08-15	New		http://www.WiggleButtsRanch.com/	wigglebuttsranch@gmail.com		https://www.instagram.com/wigglebuttsranch/							High	Verified	https://explore.overturemaps.org/#id=c2717c33-d5a9-4ebb-96eb-b40a2b38c2ca		
6593	A	91	Area D (Commodore Heights/McLeese Lake)	Canada	Williams Lake Cross Country Ski Club		ski_resort	3505 Bull Mountain Rd, Area D (Commodore Heights/McLeese Lake)	12505445228	1			High				overture:30ec3455-68ff-46b5-8766-e56407177b33	2026-08-15	New		http://www.williamslakecrosscountryskiclub.ca/	info@williamslakecrosscountryskiclub.ca		https://www.instagram.com/williamslakexcskiclub/							High	Verified	https://explore.overturemaps.org/#id=30ec3455-68ff-46b5-8766-e56407177b33		
6594	B	78	Uvalde	USA	Willis Property Management		real_estate_service	260 N Grove St, Uvalde, TX	18304865051	1			High				overture:bd391799-f6f1-4f63-8a04-e76dfd042190	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.willispropertymanagement.com/	tinagaylewillis@yahoo.com									Medium	Recall-first	https://explore.overturemaps.org/#id=bd391799-f6f1-4f63-8a04-e76dfd042190		
6595	B	78	Murrieta	USA	WIRE Property Management		property_management	26413 Jefferson Ave, Murrieta, CA	19514985379	1			High				overture:8b63d206-95fa-4ba7-a580-82ec98c879d3	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://wirepropmgmt.com/	team@wirepropmgmt.com		https://www.instagram.com/ryconnpropertymanagement/							Medium	Recall-first	https://explore.overturemaps.org/#id=8b63d206-95fa-4ba7-a580-82ec98c879d3		
6596	B	78	Whittier	USA	WiseDoor Property Management		property_management	13225 Philadelphia St, Whittier, CA	15623754101	1			High				overture:74c82e8a-dd5e-48a5-81eb-0a167e913fa1	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.WiseDoorPM.com/	team@wisedoorpm.com		https://www.instagram.com/wisedoor_pm/							Medium	Recall-first	https://explore.overturemaps.org/#id=74c82e8a-dd5e-48a5-81eb-0a167e913fa1		
6597	B	78	Georgetown	USA	Wolf Property Management		property_management	200 River Bend Dr, Georgetown, TX	15128682093	1			High				overture:cec599e0-4105-4f4d-8a51-354f7fc2285f	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://www.wolfpropmgmt.com/	office@wolfpropmgmt.com									Medium	Recall-first	https://explore.overturemaps.org/#id=cec599e0-4105-4f4d-8a51-354f7fc2285f		
6598	B	78	San Antonio	USA	Wright Property Management Group		real_estate_agent	5460 Babcock Rd, San Antonio, TX	12102983948	1			High				overture:03576545-9b5b-4635-873c-2991d96b54dc	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.wrightpg.com/	wayne@wrightpg.com		https://www.instagram.com/wrightpropertygroup/							Medium	Recall-first	https://explore.overturemaps.org/#id=03576545-9b5b-4635-873c-2991d96b54dc		
6599	B	78	Covina	USA	Wright Property Management		property_management	227 E Badillo St, Covina, CA	16269671837	1			High				overture:1ae1e468-b954-42bb-8e8a-845c43366e7a	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.wrightprop.com/	advisor@wrightprop.com		https://www.instagram.com/wright_properties/							Medium	Recall-first	https://explore.overturemaps.org/#id=1ae1e468-b954-42bb-8e8a-845c43366e7a		
6600	A	91	Terrace	Canada	White Wilderness Heliskiing		ski_resort	PO Box 686, Stn. Main, Terrace, BC	12506381186	1			High				overture:6e111e83-d904-49ef-ab94-288989812031	2026-08-15	New		https://www.wwheliski.com/	info@wwheliski.com		https://www.instagram.com/wwheliski/							High	Verified	https://explore.overturemaps.org/#id=6e111e83-d904-49ef-ab94-288989812031		
6601	A	91	Port Aransas	USA	Costa Bahia Vacation Rental		hotel	1915 S Station St, Port Aransas, TX	13614631972	1			High				overture:b71cf09e-6663-4d1e-85e8-43ceb47fda25	2026-08-15	New		https://x.com/CostaBahia20	costabahiapa@gmail.com									High	Verified	https://explore.overturemaps.org/#id=b71cf09e-6663-4d1e-85e8-43ceb47fda25		
6602	B	78	San Diego	USA	XILA Property Management		property_management	433 Nutmeg St, San Diego, CA	16196832728	1			High				overture:68b9fb7d-cf82-46e6-84da-b5c56d9470c5	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.xilarent.com/	info@xilarent.com									Medium	Recall-first	https://explore.overturemaps.org/#id=68b9fb7d-cf82-46e6-84da-b5c56d9470c5		
6603	A	88	Aransas Pass	USA	Y KNOT GetawaY Vacation Rentals and Property Management		holiday_rental_home	235 S Commercial St, Aransas Pass, TX	13612263100	1			High				overture:d0d695ff-cd76-4633-9754-7a73420e7515	2026-08-15	New		http://www.yknotgetaway.net/	yknotgetaway@gmail.com									High	Verified	https://explore.overturemaps.org/#id=d0d695ff-cd76-4633-9754-7a73420e7515		
6604	B	78	Wood Buffalo	Canada	Jessie Wyatt- Coldwell Banker Property Management		property_management	9905 Sutherland St, Wood Buffalo, AB	15872760444	1			High				overture:8fdb23a5-60e8-42e1-8224-16a23a557704	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.ymmpropertyrentals.ca/	admin@ymmpropertyrentals.ca									Medium	Recall-first	https://explore.overturemaps.org/#id=8fdb23a5-60e8-42e1-8224-16a23a557704		
6605	A	88	Fredericksburg	USA	The Outpost Vacation Rental Fredericksburg Texas		holiday_rental_home	2877 Keese Rd, Fredericksburg, TX	18323755411	1			High				overture:0026efb1-bbbd-4a80-b5b1-273c781faaa2	2026-08-15	New		https://youtu.be/-idGY4T2yX4	theoutpostftx@gmail.com									High	Verified	https://explore.overturemaps.org/#id=0026efb1-bbbd-4a80-b5b1-273c781faaa2		
6606	B	78	Morehead City	USA	Big Rock Real Estate & Property Management		property_management	4370 Arendell St, Morehead City, NC	12527252166	1			High				overture:e7de7382-16ed-4b2e-9c6f-e49d50e6d0e8	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://www.youtube.com/channel/UCnHyDC2AXzp5sapK7mfgd9Q/videos	bigrockrepm@gmail.com									Medium	Recall-first	https://explore.overturemaps.org/#id=e7de7382-16ed-4b2e-9c6f-e49d50e6d0e8		
6607	B	78	Coquitlam	Canada	Zubor Property Management		property_management	1126 Austin Ave, Coquitlam, BC	16044925050	1			High				overture:56e045a3-6255-451b-b137-01647d02b0e2	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://zubor.ca/	for_rent@zubor.ca									Medium	Recall-first	https://explore.overturemaps.org/#id=56e045a3-6255-451b-b137-01647d02b0e2		
6608	A	91	Midvale	USA	1107Ski&Cycle.BR		ski_resort	7748 S Rooftop Dr, Midvale, UT	18013891339	1			High				overture:b868ad9d-90d9-4afc-b3fc-e4e05e9cb902	2026-08-15	New		http://1107skicycle.com/	dasilva@1107skicycle.com		https://www.instagram.com/1107skicycle.us/							High	Verified	https://explore.overturemaps.org/#id=b868ad9d-90d9-4afc-b3fc-e4e05e9cb902		
6609	A	91	Περιφέρεια Θεσσαλίας	Greece	12 Months Luxury Resort		hotel	Tsagarada Τσαγκαράδα, Περιφέρεια Θεσσαλίας	302426048894	1			High				overture:2ffd6483-e659-4f8c-a685-d36d30d565f6	2026-08-15	New		https://12hotel.gr/	12hotel@12hotel.gr		https://www.instagram.com/12hotel.gr/							High	Verified	https://explore.overturemaps.org/#id=2ffd6483-e659-4f8c-a685-d36d30d565f6		
6610	A	91	Ιωάννινα	Greece	1929 Boutique Residences		hotel	Στρατηγού Παπάγου 1, Ιωάννινα	302651200541	1			High				overture:edb0987d-16e0-451c-972f-a71193868a6e	2026-08-15	New		https://1929-residences.gr/	info@1929-residences.gr		https://www.instagram.com/1929boutiqueresidences/							High	Verified	https://explore.overturemaps.org/#id=edb0987d-16e0-451c-972f-a71193868a6e		
6611	B	78	Peachtree City	USA	#1Source Property Management LLC		property_management	401 Westpark Ct, Peachtree City, GA	14706359494	1			High				overture:5e5de4e2-2280-44de-89b5-ebf7814699ac	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.1spm.net/	contact@1spm.net									Medium	Recall-first	https://explore.overturemaps.org/#id=5e5de4e2-2280-44de-89b5-ebf7814699ac		
6612	B	78	Shelby Twp	USA	1st Choice Realty & Property Management		property_management	51543 Van Dyke Ave, Shelby Twp, MI	15864199900	1			High				overture:9f50da10-aef7-4833-b61a-2414f8b353ad	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.1stchoicerpm.com/	info@1stchoicerpm.com									Medium	Recall-first	https://explore.overturemaps.org/#id=9f50da10-aef7-4833-b61a-2414f8b353ad		
6613	B	78	Detroit	USA	Property Management LLC		property_management	12400 E 7 Mile Rd, Detroit, MI	13137720458	1			High				overture:c27c4098-9396-4113-abb7-01c29332663b	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://1stmgtllc.com/	property1st.manager@gmail.com		https://www.instagram.com/ebs_property/							Medium	Recall-first	https://explore.overturemaps.org/#id=c27c4098-9396-4113-abb7-01c29332663b		
6614	B	78	Troy	USA	21 Property Management		corporate_or_business_office	700 E Big Beaver Rd Suite a, Troy, MI	2486889920	1			High				overture:2e62b357-d7ed-488f-9325-35fcc3262f1c	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.21propertymanagement.com	mpetrevski@21propertymanagement.com		https://www.instagram.com/rpm.metrodetroit/							Medium	Recall-first	https://explore.overturemaps.org/#id=2e62b357-d7ed-488f-9325-35fcc3262f1c		
6615	B	78	Burlington	USA	AHB Realty and Property Management		real_estate_service	1603 S Church St, Burlington, NC	13364460111	1			High				overture:bcb30026-db4f-4447-9e4c-be0b9b4d150c	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://336rental.com/	billsand1@hotmail.com									Medium	Recall-first	https://explore.overturemaps.org/#id=bcb30026-db4f-4447-9e4c-be0b9b4d150c		
6616	B	78	Θεσσαλονίκη	Greece	3kalos Property Management		property_management	Καμπανού Αλκιβιάδη 6, Θεσσαλονίκη	306985120906	1			High				overture:bb76abd6-9076-4bb1-bce1-e4c0924c3677	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.3kalos.gr/	info@3kalos.gr		https://www.instagram.com/3kalos/							Medium	Recall-first	https://explore.overturemaps.org/#id=bb76abd6-9076-4bb1-bce1-e4c0924c3677		
6617	A	88	Mostar	Italy	4a villas - elegant & luxury holiday villas		lodging	Podpetak bb, Mostar	38761760790	1			High				overture:b52f34e7-64f0-4faf-b6be-7090119d1c7d	2026-08-15	New		https://www.4avillas.com/	info@4avillas.com		https://www.instagram.com/4avillas/							High	Verified	https://explore.overturemaps.org/#id=b52f34e7-64f0-4faf-b6be-7090119d1c7d		
6618	B	78	Dearborn	USA	4Lakes Property Management		property_management	23527 Ford Rd, Dearborn, MI	17347249705	1			High				overture:5de049b0-a90e-4a49-8848-ded790f6e4fc	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://www.4lakespropertiesllc.com/	property4lakes@outlook.com		https://www.instagram.com/4lakes.llc/							Medium	Recall-first	https://explore.overturemaps.org/#id=5de049b0-a90e-4a49-8848-ded790f6e4fc		
6619	B	70	Detroit	USA	Gardenview Estates		property_management	16461 Van Buren Ave, Detroit, MI	13134837800	1			High				overture:3e744e04-f572-44a4-ab3d-2f0572b274ea	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.4premier.net/	gardenview@4premier.net									Medium	Recall-first	https://explore.overturemaps.org/#id=3e744e04-f572-44a4-ab3d-2f0572b274ea		
6620	A	88	Jefferson	USA	4 Seasons Vacation Rentals & Sales		holiday_rental_home	370 S Main St, Jefferson, NC	13362462700	1			High				overture:cf4132e0-2d6b-4beb-bc81-37d72d1ce8b3	2026-08-15	New		http://www.4seasonsvacations.com/	reserve4seasons@gmail.com									High	Verified	https://explore.overturemaps.org/#id=cf4132e0-2d6b-4beb-bc81-37d72d1ce8b3		
6621	B	78	Buford	USA	4th Avenue Property Management and Home Sales		property_management	4101 Hamilton Mill Rd NE, Buford, GA	17708262426	1			High				overture:d71a205a-7db0-47fd-8296-3df657f079d2	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://4thavenuepropertymanagement.com/	rob@4thavenuepropertymanagement.com									Medium	Recall-first	https://explore.overturemaps.org/#id=d71a205a-7db0-47fd-8296-3df657f079d2		
6622	A	88	Scottsdale	USA	Nadia Milchew, PLLC - Real Estate Professional - Metro Phoenix, Arizona * Papago Rim, LLC - Short Term & Vacation Rentals *		real_estate_agent	8360 E Raintree Dr, Scottsdale, AZ	16026952111	1			High				overture:fe572058-ba31-4304-90d5-c95095583f73	2026-08-15	New		http://602Nadia.Realtor/	602home@gmail.com		https://www.instagram.com/nadiamilchew/							High	Verified	https://explore.overturemaps.org/#id=fe572058-ba31-4304-90d5-c95095583f73		
6623	B	78	Sycamore	USA	815 Property Management & Sales		property_management	407 W State St, Sycamore, IL	18157587374	1			High				overture:53b8192f-b3ff-4d8b-ba9b-e582a6c69c54	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.815property.com/	management@815property.com									Medium	Recall-first	https://explore.overturemaps.org/#id=53b8192f-b3ff-4d8b-ba9b-e582a6c69c54		
6624	B	78	Χανιά	Greece	8essentially Hospitality Property Management & Project Development		property_management	Παπαναστασίου Αλέξανδρου 8, Χανιά	306986561402	1			High				overture:b250c0da-71ea-468b-b119-9cd8565e90dc	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://www.8essentially.com/	info@8essentially.com		https://www.instagram.com/8essentially/							Medium	Recall-first	https://explore.overturemaps.org/#id=b250c0da-71ea-468b-b119-9cd8565e90dc		
6625	A	91	Ναύπλιο	Greece	99 Luxury Exotic Villas		hotel_supply_service	Αγίας Παρασκευής 14, Ναύπλιο	306989473694	1			High				overture:567b54bf-100d-4bb1-9aba-aaf0a35a86b7	2026-08-15	New		https://99luxuryvillasnafplio.gr/	jdoukas50@gmail.com									High	Verified	https://explore.overturemaps.org/#id=567b54bf-100d-4bb1-9aba-aaf0a35a86b7		
6626	A	91	Μύκονος	Greece	9 Muses Villas		hotel	Agios Lazaros, Μύκονος	306982891300	1			High				overture:2049e3b8-82d8-44a3-a6c5-7458674603f3	2026-08-15	New		http://9musesvillasmykonos.com/	info@9musesvillasmykonos.com									High	Verified	https://explore.overturemaps.org/#id=2049e3b8-82d8-44a3-a6c5-7458674603f3		
6627	B	78	Letchworth	United Kingdom	Abbott Property Management		property_management	Devonshire Business Centre, Works Rd, Letchworth, ENG	441462685489	1			High				overture:76dd06eb-ff8f-4408-a463-40175aab26ff	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.abbott-property.co.uk/	info@abbott-property.co.uk									Medium	Recall-first	https://explore.overturemaps.org/#id=76dd06eb-ff8f-4408-a463-40175aab26ff		
6628	A	88	Portstewart	United Kingdom	Abeen Atlantic Holiday Home Portstewart		holiday_rental_home	Old Coach Road, Portstewart, NIR	447837372994	1			High				overture:4346cf1e-0e5a-4392-ab5e-2867f018f2ec	2026-08-15	New		http://www.abeenatlantic.com/	abeenatlantic@outlook.com									High	Verified	https://explore.overturemaps.org/#id=4346cf1e-0e5a-4392-ab5e-2867f018f2ec		
6629	A	91	Περιφερειακή Ενότητα Θήρας	Greece	Abelomilos Exclusive Villas		hotel	Περιφερειακή Ενότητα Θήρας	306970565934	1			High				overture:1771f931-18ca-4762-ae59-82e1650f1dd6	2026-08-15	New		http://www.abelomilos.com/	info@abelomilos.com									High	Verified	https://explore.overturemaps.org/#id=1771f931-18ca-4762-ae59-82e1650f1dd6		
6630	A	91	Τρίπολη	Greece	Abelos Villas		hotel	Άγιος Ιωάννης, Τρίπολη	306981479204	1			High				overture:cc45e6df-3f42-4180-9b0f-ae31dbe58aaf	2026-08-15	New		https://www.abelosvillas.gr/	aggelikikourog@gmail.com		https://www.instagram.com/abelos_villas/							High	Verified	https://explore.overturemaps.org/#id=cc45e6df-3f42-4180-9b0f-ae31dbe58aaf		
6631	B	78	London	USA	ABLE Property Management		property_management	1326 Huron St, London, ON	15196719774	1			High				overture:425b7416-5b92-4e7f-8aad-7e925a83c247	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.ableproperty.org	able.property@hotmail.com		https://www.instagram.com/ableproperties/							Medium	Recall-first	https://explore.overturemaps.org/#id=425b7416-5b92-4e7f-8aad-7e925a83c247		
6632	B	78	Manchester	United Kingdom	Abode Property Management (NW) Ltd		property_management	Beckwith House, Wellington Road, Manchester, ENG	441618832525	1			High				overture:9583ceaa-6a95-4826-955d-01b9025f740e	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.abodeltd.co.uk/	happytohelp@abodeltd.co.uk		https://www.instagram.com/abodepropertymanagementltd/							Medium	Recall-first	https://explore.overturemaps.org/#id=9583ceaa-6a95-4826-955d-01b9025f740e		
6633	B	78	Cary	USA	Above All Property Management		property_management	125 Edinburgh South Dr, Cary, NC	19193419555	1			High				overture:1771fd13-b35e-4ddb-a6ff-0611894755b6	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.aboveallpm.com/	rentals@aboveallpm.com		https://www.instagram.com/aboveallpm/							Medium	Recall-first	https://explore.overturemaps.org/#id=1771fd13-b35e-4ddb-a6ff-0611894755b6		
6634	A	91	Beyoğlu	Greece	AB Residences Istanbul		hotel	Maç Çıkmazı Sokak 13-15, Beyoğlu	902122492124	1			High				overture:544e15b3-2a95-4d73-a2f8-afaf18e4aebd	2026-08-15	New		http://www.abresidences.com/	infoist@abresidences.com		https://www.instagram.com/abresidencesljubljana/							High	Verified	https://explore.overturemaps.org/#id=544e15b3-2a95-4d73-a2f8-afaf18e4aebd		
6635	B	78	Knoxville	USA	Absolute Mountain Property Management		property_management	1553 Coleman Rd, Knoxville, TN	18653331671	1			High				overture:344d836a-4d67-4019-ab6b-4d4ce290d774	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://absolutemountainpropertymanagement.com/	coty.ampm@gmail.com									Medium	Recall-first	https://explore.overturemaps.org/#id=344d836a-4d67-4019-ab6b-4d4ce290d774		
6636	B	78	Penarth	United Kingdom	Absolute Property Management Solutions		property_management	19 Stanwell Road, Penarth, WLS	442920707590	1			High				overture:177d8f6d-306c-4aa9-8d8c-3eb412a2b355	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.absolutepms.co.uk/	info@absolutepms.co.uk									Medium	Recall-first	https://explore.overturemaps.org/#id=177d8f6d-306c-4aa9-8d8c-3eb412a2b355		
6637	B	78	Edwards	USA	Accent Property Management		property_management	428 Edwards Village Blvd, Edwards, CO	19709267292	1			High				overture:abf6a4a6-5ba7-4845-80b8-54742cbf9fcd	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.accentpropertymgmt.com	jen@accentpropertymgmt.com									Medium	Recall-first	https://explore.overturemaps.org/#id=abf6a4a6-5ba7-4845-80b8-54742cbf9fcd		
6638	B	78	Modesto	USA	Access Property Management		property_management	1165 Scenic Dr, Modesto, CA	12095792373	1			High				overture:555b7e60-b4b6-4206-9189-8786c47ac7dd	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.accesspmca.com/	rent@accesspmca.com									Medium	Recall-first	https://explore.overturemaps.org/#id=555b7e60-b4b6-4206-9189-8786c47ac7dd		
6639	A	88	Mansfield	United Kingdom	Bridleways Guest House and Holiday Homes		bed_and_breakfast	Newlands Rd, Mansfield, ENG	441623635725	1			High				overture:17225f9f-3464-4a9c-8b54-17b138542566	2026-08-15	New		https://accommodationinsherwoodforest.co.uk/	bridleways@outlook.com		https://www.instagram.com/bridlewaysguesthouse/							High	Verified	https://explore.overturemaps.org/#id=17225f9f-3464-4a9c-8b54-17b138542566		
6640	B	78	Hayward	USA	Accountable Property Management		property_management	24301 Southland Dr, Hayward, CA	15103972210	1			High				overture:b2551592-58b4-495d-9575-5e20a5a3f7ee	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.accountablepm.com/	info@accountablepm.com		https://www.instagram.com/accountablepropertymanagement/							Medium	Recall-first	https://explore.overturemaps.org/#id=b2551592-58b4-495d-9575-5e20a5a3f7ee		
