queue_file	source	overture_id	country	region	name	category	brand	website	domain	public_email	public_phone	city	state	street	confidence	operator_score	premium_score	fit_tier	source_url	notes	live_status	http_status	final_url	hospitality_hits	identity_hits	email_on_homepage	contact_page	instagram	facebook	whatsapp	portfolio_url	instagram_source_url	live_reason	_sheet_sync_kind
delta-github-run-31863169781-021.jsonl	Overture Places V6 fast-lane	e1504289-4bf6-47f7-a9e1-99a4cb12a73e	United Kingdom	World-Atlas::western-europe::22-35	Croft Bungalow Accessible holiday let Peak District	holiday_rental_home		http://www.croftbungalow.co.uk/	croftbungalow.co.uk	enquiries@croftbungalow.co.uk	+441629650979	Matlock	ENG	Main Street	0.7862459421157837	75	0	A	https://explore.overturemaps.org/#id=e1504289-4bf6-47f7-a9e1-99a4cb12a73e	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://croftbungalow.co.uk/	3	5	NO		https://www.instagram.com/croftbungalow/				https://croftbungalow.co.uk/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-021.jsonl	Overture Places V6 fast-lane	14e77cac-7666-43d4-b57b-0696ee4a0252	United Kingdom	World-Atlas::western-europe::22-35	Crofty Towers Luxury Self Catering Holiday Accomodation	holiday_rental_home		http://www.croftytowers.co.uk/	croftytowers.co.uk	angelalapsley1@gmail.com	+447971526719	Droitwich		Crofty Towers c/oThe Croft Upper Goosehill, Broughton Green Nr Hanbury Worcestershire	0.5230712294578552	75	12	A	https://explore.overturemaps.org/#id=14e77cac-7666-43d4-b57b-0696ee4a0252	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://croftytowers.co.uk/	2	5	NO							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-021.jsonl	Overture Places V6 fast-lane	eb8cc335-2da5-4e28-89b2-9bc3f582f2ff	United Kingdom	World-Atlas::western-europe::22-35	Crown Lodges	resort		http://www.crownfarmlodges.co.uk/	crownfarmlodges.co.uk	sam@crownfarmlodges.co.uk	+447792873246	Crawshawbooth		Bottomley Bank Lane	0.8024134039878845	0	44	B	https://explore.overturemaps.org/#id=eb8cc335-2da5-4e28-89b2-9bc3f582f2ff	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://crownfarmlodges.co.uk/	5	2	NO		https://www.instagram.com/crownlodges/				https://crownfarmlodges.co.uk/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-021.jsonl	Overture Places V6 fast-lane	30ae9e5f-9f35-4644-8103-f9a0cdf90623	United Kingdom	World-Atlas::western-europe::22-35	CS Serviced Apartments, Ulverston	hotel	CS Serviced Apartments, Ulverston	http://www.csservicedapartments.co.uk/	csservicedapartments.co.uk	rosalind@csservicedapartments.co.uk	+447763308867	Ulverston	ENG	1 Cavendish Street	0.9532743096351624	72	10	A	https://explore.overturemaps.org/#id=30ae9e5f-9f35-4644-8103-f9a0cdf90623	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	PERMISSIVE	202	https://www.csservicedapartments.co.uk/	0	0	NO							REACHABLE_CHEAP_SCREEN_HOSPITALITY_CANDIDATE	canonical_delta
delta-github-run-31863169781-021.jsonl	Overture Places V6 fast-lane	3b1505c9-306f-4d35-bdb5-13fba99f5e2d	United Kingdom	World-Atlas::western-europe::22-35	Curlews Farm Holiday Cottages	hotel		http://www.curlewsfarm.com/	curlewsfarm.com	helen@curlewsfarm.com	+441794342434	Romsey		Curlews Farm, Pains Hill, Lockerley	0.9167842268943787	75	10	A	https://explore.overturemaps.org/#id=3b1505c9-306f-4d35-bdb5-13fba99f5e2d	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.curlewsfarm.com/	2	4	YES		https://www.instagram.com/curlewsfarm/				https://www.curlewsfarm.com/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-021.jsonl	Overture Places V6 fast-lane	b44fe73b-7b53-4041-adca-cbdf6e9ac26e	Belgium	World-Atlas::western-europe::22-36	Holiday Home Cuylehoeve	holiday_rental_home		http://www.cuylehoeve.be/	cuylehoeve.be	info@cuylehoeve.be	+32479448200	Middelkerke		Cuyleweg 2	0.9209393262863159	75	0	A	https://explore.overturemaps.org/#id=b44fe73b-7b53-4041-adca-cbdf6e9ac26e	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	PERMISSIVE	200	http://cuylehoeve.be/	0	1	NO							REACHABLE_CHEAP_SCREEN_HOSPITALITY_CANDIDATE	canonical_delta
delta-github-run-31863169781-021.jsonl	Overture Places V6 fast-lane	ca29b7ff-1412-4539-8120-d5773826c443	United Kingdom	World-Atlas::western-europe::22-35	Cwm Connell Coastal Cottages	bed_and_breakfast	Cwmconnell Farm Holiday Cottages	https://www.cwmconnell.co.uk/blog/	cwmconnell.co.uk	stay@cwmconnell.co.uk	+447807037508	Cardigan	WLS	Cwm Connell Coastal Cottages	0.9596489071846008	60	0	A	https://explore.overturemaps.org/#id=ca29b7ff-1412-4539-8120-d5773826c443	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.cwmconnell.co.uk/blog-and-latest-news/	3	3	NO		https://www.instagram.com/cwmconnellcoastalcottages/				https://www.cwmconnell.co.uk/blog-and-latest-news/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-021.jsonl	Overture Places V6 fast-lane	cc0b3dc4-6158-43d5-a8d8-66b45dc86794	United Kingdom	World-Atlas::western-europe::22-35	Caban y Saer Self Catering	holiday_rental_home	Caban y Saer Self Catering	http://www.cysgod-y-coed.co.uk/	cysgod-y-coed.co.uk	cysgodycoedselfcatering@gmail.com	+447980866124	Bala	WLS	Llanfor	0.8327697515487671	60	0	A	https://explore.overturemaps.org/#id=cc0b3dc4-6158-43d5-a8d8-66b45dc86794	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.cysgod-y-coed.co.uk/	3	4	YES		https://www.instagram.com/cysgodycoedselfcatering/				https://www.cysgod-y-coed.co.uk/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-021.jsonl	Overture Places V6 fast-lane	857ac320-2213-4b2d-a5c2-be5a58053f53	United Kingdom	World-Atlas::western-europe::22-35	Dacre Lakeside Holiday Park	resort	Dacre Lakeside Lodges	http://www.dacrepark.co.uk/	dacrepark.co.uk	info@dacrepark.co.uk	+441964543704	Brandesburton		New Road	0.9506285786628723	15	44	B	https://explore.overturemaps.org/#id=857ac320-2213-4b2d-a5c2-be5a58053f53	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.dacrepark.co.uk/	2	4	YES							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-021.jsonl	Overture Places V6 fast-lane	b9e494a8-8631-49ca-b0be-380cef552c04	Netherlands	World-Atlas::western-europe::22-36	Damrak Short Stay Apartments	hotel		http://www.damrakshortstay.com/	damrakshortstay.com	reservations@damrakshortstay.com	+31207770429	Amsterdam		Haringpakkerssteeg 5A	0.8471345901489258	60	10	A	https://explore.overturemaps.org/#id=b9e494a8-8631-49ca-b0be-380cef552c04	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://damrakshortstay.com/	4	4	YES		https://www.instagram.com/damrakshortstay/				https://damrakshortstay.com/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-021.jsonl	Overture Places V6 fast-lane	f13f2523-fec0-4db0-a839-2b87eda7a5af	United Kingdom	World-Atlas::western-europe::22-35	Dandelion & Hoglet Holiday Cottages	hotel		https://www.dandelionandhoglet.co.uk/	dandelionandhoglet.co.uk	info@dandelionandhoglet.co.uk	+447552162382	Carlisle		Low Flanders	0.9890242046117783	75	10	A	https://explore.overturemaps.org/#id=f13f2523-fec0-4db0-a839-2b87eda7a5af	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.dandelionandhoglet.co.uk/	2	4	YES		https://www.instagram.com/dandelionandhogletcottages/				https://www.dandelionandhoglet.co.uk/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-021.jsonl	Overture Places V6 fast-lane	2a428829-1651-49ac-b0ee-e3771eb87f58	United Kingdom	World-Atlas::western-europe::22-35	Southport Serviced Apartments	historic_site	Southport Serviced Apartments	https://www.davidsonpropertygroup.com/southport-serviced-apartments	davidsonpropertygroup.com	bookings@davidsonpropertygroup.com	+447712657726	Southport	ENG	Beach Road, 24 Westcliffe Road	0.6925522089004517	72	0	A	https://explore.overturemaps.org/#id=2a428829-1651-49ac-b0ee-e3771eb87f58	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.davidsonpropertygroup.com/southport-serviced-apartments	4	3	NO							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-021.jsonl	Overture Places V6 fast-lane	e999d9c7-5eba-4285-8a9b-56cc7022eff9	Belgium	World-Atlas::western-europe::22-36	Don Boski	ski_resort		http://www.dbhaacht.be/	dbhaacht.be	kvanderborght@dbhaacht.be		Haacht		Stationsstraat 89	0.687930703163147	0	44	B	https://explore.overturemaps.org/#id=e999d9c7-5eba-4285-8a9b-56cc7022eff9	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	PERMISSIVE	200	https://dbhaacht.be/	0	0	NO		https://www.instagram.com/donboscohaacht/				https://dbhaacht.be/	REACHABLE_CHEAP_SCREEN_HOSPITALITY_CANDIDATE	canonical_delta
delta-github-run-31863169781-021.jsonl	Overture Places V6 fast-lane	6886d52c-7893-49b2-9c7d-ab573a36cffe	United Kingdom	World-Atlas::western-europe::22-35	Deerdale Lodge Holiday let	hotel		http://Deerdalelodge.co.uk/	deerdalelodge.co.uk	stuart@deerdalelodge.co.uk	+447443468141	Newark		Newark	0.5002418160438538	75	22	A	https://explore.overturemaps.org/#id=6886d52c-7893-49b2-9c7d-ab573a36cffe	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://deerdalelodge.co.uk/	3	3	NO							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-021.jsonl	Overture Places V6 fast-lane	da830ce4-ef37-45a6-b0a1-d60621e63aeb	United Kingdom	World-Atlas::western-europe::22-35	Demesne Farm Holiday Cottages	cottage	Demesne Farm Holiday Cottages, Robin Hood's Bay	http://www.demesnefarmhc.co.uk/	demesnefarmhc.co.uk	muirleastores@gmail.com	+441947880448	Fylingdales		Demesne Farm	0.9783485418558121	75	0	A	https://explore.overturemaps.org/#id=da830ce4-ef37-45a6-b0a1-d60621e63aeb	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.demesnefarmhc.co.uk/	3	4	NO							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-021.jsonl	Overture Places V6 fast-lane	c499302b-089b-41bb-9c0a-feacf6ab03fc	Germany	World-Atlas::western-europe::22-38	Der Gutshof	service_apartment	"SM Apartment Hotel ""Der Gutshof"""	https://der-gutshof.de/index.php	der-gutshof.de	info@der-gutshof.de	+491607656767	Nordhausen		Harzstraße 61	0.9988440602719784	60	0	A	https://explore.overturemaps.org/#id=c499302b-089b-41bb-9c0a-feacf6ab03fc	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://der-gutshof.de/index.php	2	1	YES							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-021.jsonl	Overture Places V6 fast-lane	6d940a09-0a15-451e-8ff9-67292273a7a5	United Kingdom	World-Atlas::western-europe::22-35	Deri Fawr Holiday Cottages & Caravans	hotel	Deri Fawr Holiday Cottages & Caravans	https://www.derifawr.co.uk/	derifawr.co.uk	helen@derifawr.co.uk	+441248470692	Llanerchymedd		Llandyfrydog	0.8756411671638489	75	10	A	https://explore.overturemaps.org/#id=6d940a09-0a15-451e-8ff9-67292273a7a5	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.derifawr.co.uk/	2	4	NO		https://www.instagram.com/deri_fawr_anglesey/				https://www.derifawr.co.uk/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-021.jsonl	Overture Places V6 fast-lane	9c321d34-c84f-4d18-9470-0facdd6a4323	United Kingdom	World-Atlas::western-europe::22-35	Godford farm self-catering cottages	hotel	Godford farm self-catering cottages	http://www.devon-farm-holidays.co.uk	devon-farm-holidays.co.uk	info@devon-farm-holidays.co.uk	+44140442825	Honiton	ENG	Godford Farm	0.9732497334480286	60	10	A	https://explore.overturemaps.org/#id=9c321d34-c84f-4d18-9470-0facdd6a4323	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.devon-farm-holidays.co.uk/	2	5	YES							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-021.jsonl	Overture Places V6 fast-lane	88b205cb-76aa-474c-a2dc-648b32391d77	United Kingdom	World-Atlas::western-europe::22-35	Dittiscombe Holiday Cottages	holiday_rental_home	Dittiscombe Estate & Cottages	http://www.dittiscombe.co.uk	dittiscombe.co.uk	hello@dittiscombe.co.uk	+441548521272	Kingsbridge	ENG	Slapton	0.9335404634475708	75	12	A	https://explore.overturemaps.org/#id=88b205cb-76aa-474c-a2dc-648b32391d77	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://dittiscombe.co.uk/	3	3	NO		https://www.instagram.com/dittiscombe/				https://dittiscombe.co.uk/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-021.jsonl	Overture Places V6 fast-lane	629ebe0d-e0e1-4c4b-beb8-abbbde667f90	United Kingdom	World-Atlas::western-europe::22-35	Doleos holiday cottages	hotel		https://www.doleosholidaycottages.co.uk/	doleosholidaycottages.co.uk	info@doleosholidaycottages.co.uk	+441970624334	Aberystwyth	WLS	Doleos Holiday Cottages	0.8717238306999207	75	10	A	https://explore.overturemaps.org/#id=629ebe0d-e0e1-4c4b-beb8-abbbde667f90	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://doleosholidaycottages.co.uk/	3	3	YES							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-021.jsonl	Overture Places V6 fast-lane	97d9a907-55cb-4b81-9f82-0878d71f80a0	United Kingdom	World-Atlas::western-europe::22-35	Dolgoch Mill Holiday Cottages	holiday_rental_home		http://www.dolgochmill.uk/	dolgochmill.uk	dolgochmill@gmail.com	+447940403940	Llandysul	WLS	Dolgoch Mill	0.6378902196884155	75	0	A	https://explore.overturemaps.org/#id=97d9a907-55cb-4b81-9f82-0878d71f80a0	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	MEDIUM	200	https://dolgochmill.uk/	1	4	NO							CURRENT_WEAK_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-021.jsonl	Overture Places V6 fast-lane	c426021c-a16c-4dec-b629-7888ef713bdf	United Kingdom	World-Atlas::western-europe::22-35	Dolhaidd Mansion Holiday Cottages	cottage	Dolhaidd Mansion Holiday Cottages	http://www.dolhaiddmansion.co.uk/	dolhaiddmansion.co.uk	enquiries@dolhaiddmansion.co.uk	+447918016377	Llangeler		A484	0.954124927520752	75	0	A	https://explore.overturemaps.org/#id=c426021c-a16c-4dec-b629-7888ef713bdf	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	MEDIUM	200	https://www.dolhaiddmansion.co.uk/	1	4	YES							CURRENT_WEAK_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-021.jsonl	Overture Places V6 fast-lane	322b368b-b71b-4ffa-818c-a2f195dd72c5	United Kingdom	World-Atlas::western-europe::22-35	Dominey’s Yard Holiday Cottages	cottage		http://www.domineysyard.co.uk/	domineysyard.co.uk	hello@domineysyard.co.uk	+441300345295	Dorchester	ENG	Locketts Lane, Buckland Newton	0.8569933176040649	75	0	A	https://explore.overturemaps.org/#id=322b368b-b71b-4ffa-818c-a2f195dd72c5	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	MEDIUM	200	https://domineysyard.co.uk/	1	4	YES		https://www.instagram.com/domineysyard/				https://domineysyard.co.uk/	CURRENT_WEAK_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-021.jsonl	Overture Places V6 fast-lane	9ecde2c3-d8ff-4aac-b3d7-fad11b30f056	United Kingdom	World-Atlas::western-europe::22-35	Donative Holiday Cottages	holiday_rental_home	Donative	http://www.donative.co.uk/	donative.co.uk	enquiries@donative.co.uk	+441827901152	Tamworth		Donative Farm, Warton	0.8266410827636719	75	0	A	https://explore.overturemaps.org/#id=9ecde2c3-d8ff-4aac-b3d7-fad11b30f056	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.donative.co.uk/	2	3	NO							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-021.jsonl	Overture Places V6 fast-lane	d4a97617-50fc-42d7-af72-964b66dfc399	United Kingdom	World-Atlas::western-europe::22-35	1 Cobb House	holiday_rental_home	Dorset and Devon Holiday Cottages	https://www.dorsetanddevonholidaycottages.co.uk/properties/1-cobb-house/	dorsetanddevonholidaycottages.co.uk	info@dorsetanddevonholidaycottages.co.uk	+447312254002	Lyme Regis	ENG		0.785437822341919	60	0	A	https://explore.overturemaps.org/#id=d4a97617-50fc-42d7-af72-964b66dfc399	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.dorsetanddevonholidaycottages.co.uk/properties/1-cobb-house/	2	2	YES		https://www.instagram.com/dorsetanddevonholidaycottages/				https://www.dorsetanddevonholidaycottages.co.uk/properties/1-cobb-house/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-021.jsonl	Overture Places V6 fast-lane	0b2f47c8-ed5f-40b1-b9a9-8649af578210	United Kingdom	World-Atlas::western-europe::22-35	The Dovecote Barns York - Luxury Eco Barn Self-Catering Accommodation	hotel	The Dovecote Barns York - Luxury Eco Barn Self-Catering Accommodation	http://www.dovecotebarnsyork.co.uk/	dovecotebarnsyork.co.uk	info@dovecotebarnsyork.co.uk	+441757249332	York	ENG	Manor Farm, Kelfield	0.9902971464395524	60	22	A	https://explore.overturemaps.org/#id=0b2f47c8-ed5f-40b1-b9a9-8649af578210	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.dovecotebarnsyork.co.uk/	2	8	YES		https://www.instagram.com/dovecotebarns/				https://www.dovecotebarnsyork.co.uk/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-022.jsonl	Overture Places V6 fast-lane	e9c1abeb-e187-4f0e-be75-2f37533db445	United Kingdom	World-Atlas::western-europe::22-35	Dovecote Self Catering Cottages	hotel		http://www.dovecoteselfcatering.co.uk/	dovecoteselfcatering.co.uk	info@dovecoteselfcatering.co.uk	+441234720293	Bedford	ENG	Lavendon Road, Harrold	0.8672489523887634	60	10	A	https://explore.overturemaps.org/#id=e9c1abeb-e187-4f0e-be75-2f37533db445	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.dovecoteselfcatering.co.uk/	2	4	YES		https://www.instagram.com/dovecote.selfcatering/				https://www.dovecoteselfcatering.co.uk/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-022.jsonl	Overture Places V6 fast-lane	604e18ad-0dd5-4882-891e-2092561e0327	United Kingdom	World-Atlas::western-europe::22-35	Dove Farm	cottage	Dove farm and holiday cottages	http://www.dovefarm.co.uk/	dovefarm.co.uk	jane@dovefarm.co.uk	+441335324357	Ellastone		Mill Ln, Dove St	0.9333983659744263	60	0	A	https://explore.overturemaps.org/#id=604e18ad-0dd5-4882-891e-2092561e0327	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.dovefarm.co.uk/	2	2	YES		https://www.instagram.com/dove_farm/				https://www.dovefarm.co.uk/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-022.jsonl	Overture Places V6 fast-lane	35060ba6-f0c0-4d4c-9e37-e2fe02fbd093	United Kingdom	World-Atlas::western-europe::22-35	Drainbyrion Farm Self Catering Accommodation	holiday_rental_home		https://www.drainbyrionfarmselfcatering.co.uk/	drainbyrionfarmselfcatering.co.uk	fmjwilliams@hotmail.com	+441686412449	Llanidloes		Old Hall	0.6761553883552551	60	0	A	https://explore.overturemaps.org/#id=35060ba6-f0c0-4d4c-9e37-e2fe02fbd093	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.drainbyrionfarmselfcatering.co.uk/	2	5	NO							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-022.jsonl	Overture Places V6 fast-lane	5b108dd1-2b0e-4b37-91ee-10fd8b81d39c	United Kingdom	World-Atlas::western-europe::22-35	Wayside holiday cottages on Tamarisk Farm in Dorset	hotel		http://www.dream-cottages.co.uk/	dream-cottages.co.uk	admin@dream-cottages.co.uk	+441305789000	Dorchester		Swyre Rd ,	0.7003393769264221	75	10	A	https://explore.overturemaps.org/#id=5b108dd1-2b0e-4b37-91ee-10fd8b81d39c	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	PERMISSIVE	202	http://www.dream-cottages.co.uk/	0	0	NO							REACHABLE_CHEAP_SCREEN_HOSPITALITY_CANDIDATE	canonical_delta
delta-github-run-31863169781-022.jsonl	Overture Places V6 fast-lane	45b46ad1-75eb-4008-beb1-e4dc47a845f8	United Kingdom	World-Atlas::western-europe::22-35	Drewstone Farm Self-Catering Holidays	holiday_rental_home	Drewstone Farm Self-Catering Holidays	https://www.drewstonefarmholidaysdevon.co.uk/	drewstonefarmholidaysdevon.co.uk	info@drewstonefarmholidaysdevon.co.uk	+441769572337	South Molton	ENG	Drewstone Farm Holidays, Bishops Nympton	0.7576619982719421	75	0	A	https://explore.overturemaps.org/#id=45b46ad1-75eb-4008-beb1-e4dc47a845f8	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.drewstonefarmholidaysdevon.co.uk/	2	5	YES							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-022.jsonl	Overture Places V6 fast-lane	d2106a09-4a9e-467f-966c-79c3db79b3cd	United Kingdom	World-Atlas::western-europe::22-35	Dunstall Barns - Self-Catering Accommodation	hotel		http://www.dunstallfarm.co.uk/	dunstallfarm.co.uk	contact@dunstallfarm.co.uk	+447974680888	Newark		Grassthorpe Road, Sutton-on-Trent	0.8787898421287537	60	10	A	https://explore.overturemaps.org/#id=d2106a09-4a9e-467f-966c-79c3db79b3cd	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.dunstallfarm.co.uk/	2	5	NO							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-022.jsonl	Overture Places V6 fast-lane	aae32e3c-c7de-4fbf-b0e8-1c83a9d25701	United Kingdom	World-Atlas::western-europe::22-35	Durham Dales Holiday Cottages	holiday_rental_home	Durham Dales Holiday Cottages	http://www.durhamdales.co.uk/	durhamdales.co.uk	karenebowers@icloud.com	+447814243467	Barnard Castle	ENG	Mickleton	0.686963677406311	75	0	A	https://explore.overturemaps.org/#id=aae32e3c-c7de-4fbf-b0e8-1c83a9d25701	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	PERMISSIVE	200	http://www.durhamdales.co.uk/	0	4	NO							REACHABLE_CHEAP_SCREEN_HOSPITALITY_CANDIDATE	canonical_delta
delta-github-run-31863169781-022.jsonl	Overture Places V6 fast-lane	c894bf19-4690-42f5-9ca7-96b88da9fd2e	United Kingdom	World-Atlas::western-europe::22-35	Dwylig Isa Holiday Cottages	holiday_rental_home		https://dwyligisaholidaycottages.com/	dwyligisaholidaycottages.com	dwyligisaholidaycottages@gmail.com	+447585226628	Rhuddlan		Waen Road	0.7687262296676636	75	0	A	https://explore.overturemaps.org/#id=c894bf19-4690-42f5-9ca7-96b88da9fd2e	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://dwyligisaholidaycottages.com/	3	3	NO		https://www.instagram.com/dwylig_isa_holiday_cottages_/				https://dwyligisaholidaycottages.com/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-022.jsonl	Overture Places V6 fast-lane	c2e1b99e-022f-4489-a42a-7a3fe32c1b17	United Kingdom	World-Atlas::western-europe::22-35	Dyer's Cottage Halifax W Yorks self catering holiday cottage	holiday_rental_home		http://dyerscottageyorkshire.co.uk/	dyerscottageyorkshire.co.uk	dyerscottage@outlook.com	+447359200053	Halifax	ENG	66 Upper Washer Lane	0.9170766425132751	75	0	A	https://explore.overturemaps.org/#id=c2e1b99e-022f-4489-a42a-7a3fe32c1b17	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://dyerscottageyorkshire.co.uk/	6	8	YES		https://www.instagram.com/dyerscottage/				https://dyerscottageyorkshire.co.uk/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-022.jsonl	Overture Places V6 fast-lane	c8164cce-decc-4347-bd44-979bd714ce65	United Kingdom	World-Atlas::western-europe::22-35	Dyffryn Conin Farm Holiday Let	holiday_rental_home		https://dyffrynconinfarmholidaylet.co.uk/	dyffrynconinfarmholidaylet.co.uk	info@dyffrynconinfarmholidaylet.co.uk	+441437563250	Narberth		Dyffryn Conin Farm, Llandissilio, Clunderwen	0.7465404868125916	75	0	A	https://explore.overturemaps.org/#id=c8164cce-decc-4347-bd44-979bd714ce65	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://dyffrynconinfarmholidaylet.co.uk/	4	4	NO		https://www.instagram.com/dyffrynconin_fm/				https://dyffrynconinfarmholidaylet.co.uk/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-022.jsonl	Overture Places V6 fast-lane	27a2021f-d080-4836-b9b2-9de4dd5a9050	United Kingdom	World-Atlas::western-europe::22-36	East Sussex National Golf Resort & Spa	hotel		http://www.eastsussexnational.co.uk	eastsussexnational.co.uk	reception@eastsussexnational.co.uk	01825 880088	Uckfield	England	Little Horsted	0.77	0	34	B	https://explore.overturemaps.org/#id=27a2021f-d080-4836-b9b2-9de4dd5a9050	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	PERMISSIVE	200	http://www.eastsussexnational.co.uk/	0	0	NO							REACHABLE_CHEAP_SCREEN_HOSPITALITY_CANDIDATE	canonical_delta
