source_file,line,source_ref,name,market,country,category,domain,phone,website,email,contact_page,instagram,facebook,whatsapp,portfolio_url,fit_tier,live_status,kind
delta-github-run-31861026561-001.jsonl,31,overture:bb7bb7e1-f226-4843-9a74-36fca139c3d8,Aruba Eagle Beach - Manchebo Beach Resort & Spa,Aruba,Aruba,hotel,manchebo.com,+2975823444,http://www.manchebo.com/,info@manchebo.com,,,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,32,overture:c012a5d4-7b00-4328-8500-f850c2823d18,Marena Beach Residences,Las Terenas,Dominican Republic,hotel,marenabeachresidences.com,+18095671719,https://marenabeachresidences.com/,info@marenabeachresidences.com,,https://www.instagram.com/marenabeachresidences/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,33,overture:9b7e97f2-e610-4ef8-a583-5f0c6a5c884a,Mint Hotels & Residences,Santo Domingo,Dominican Republic,hotel,minthotelsresidences.com,+18095405304,http://www.minthotelsresidences.com/,salescoordinator@minthotelsresidences.com,,,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,34,overture:c9d6d551-1363-4bec-a776-1ed8d831f6e1,Nativo Boutique Hotel,Santa Marta,Colombia,beach_resort,nativoboutiquehotel.com,+50763345813,http://www.nativoboutiquehotel.com/,nativoboutiquehotel@gmail.com,,https://www.instagram.com/nativoboutiquehotel/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,35,overture:2dfb7f23-3072-4df4-bd44-6d0aa3ca84b5,Ocama - The Villas at Rincon Bay,Samaná,Dominican Republic,hotel,ocama.com,+18299448499,http://ocama.com/,reservations@ocama.com,,https://www.instagram.com/ocama.rd/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,36,overture:dacdcfb3-37de-47ef-b1bc-0a93951e9210,Ocaso Luxury Villas,Añasco,Puerto Rico,hotel,ocasoluxuryvillas.com,+17878828147,https://www.ocasoluxuryvillas.com/,privatevillaspr@gmail.com,,https://www.instagram.com/ocasoluxury/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,37,overture:84ebb07f-054d-4ee3-aa7b-acd11d3dcf39,Ocean Z Boutique Hotel Aruba,Aruba,Aruba,resort,oceanzaruba.com,+18002990472,https://oceanzaruba.com/links/?utm_source=facebook&utm_medium=fbbio,info@oceanzaruba.com,,https://www.instagram.com/oceanzaruba/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,38,overture:6f12efb8-a60c-4160-8866-bf1ced643822,PALMAS Vacation Rental,Aguadilla,Puerto Rico,hotel,palmaspr.com,+17878900352,http://palmaspr.com/,reservations@palmaspr.com,,,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,39,overture:a2bf25c7-dacd-4fad-b6ca-10c95df46394,PillarStone Property Management Puerto Rico,San Juan,Puerto Rico,property_management,pillarstonepm.com,+19392065044,https://pillarstonepm.com/,info@pillarstonepm.com,,https://www.instagram.com/pillarstonepm/,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,40,overture:afa24537-cf2a-4fe5-979a-5f2f9401a1c5,Ponce Vacation Rentals,Ponce,Puerto Rico,holiday_rental_home,poncevacationrentals.com,+17874106003,http://poncevacationrentals.com/,aolive@poncevacationrentals.com,,,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,41,overture:03ad621f-6b78-4c53-bdd3-4716c825278e,Prime Property and Rental Management,Las Terrenas,Dominican Republic,property_management,primeproperty-lasterrenas.com,+18295846821,http://www.primeproperty-lasterrenas.com/,primepropertydr@gmail.com,,https://www.instagram.com/travel_lasterrenas/,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,42,overture:88985546-fe1e-4324-a73a-04ddd445d12b,Puerto Rico Property Furnished Vacation Homes,San Juan,Puerto Rico,holiday_rental_home,puertoricoproperty.us,+17865714333,http://www.puertoricoproperty.us/,puertoricoproperty@gmail.com,,,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,43,overture:2d0c5529-0617-4b2b-8da0-6a3126b25440,RelaxInn Vacation Homes,Higüey,Dominican Republic,property_management,relaxinnhomes.com,+17866554014,https://www.relaxinnhomes.com/,info@relaxinnhomes.com,,https://www.instagram.com/relaxinnhomes/,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,44,overture:b456fb2b-f340-41b8-947b-f4d93cf2a626,Aruba vacation rental,Noord,Aruba,real_estate_service,rentalsinaruba.com,+2975875829,https://www.rentalsinaruba.com/property/palm-beach-condo/,arubawp@gmail.com,,https://www.instagram.com/rentals.in.aruba/,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,45,overture:dc799ef2-1a68-4e81-b7be-a966fbe4f18e,Villas L'Oasis,Cabrera,Dominican Republic,hotel,residences-oasis.com,+18099729051,http://www.residences-oasis.com/,contact@residences-oasis.com,,,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,46,overture:5c7e681e-4a9f-4f26-9c7a-5b8981f4873e,Fisheye View Vacation Rentals,Rincón,Puerto Rico,hotel,rinconview.com,+17874313044,http://www.rinconview.com/,mprothers@gmail.com,,https://www.instagram.com/fisheyeview_rincon/,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,47,overture:9722ac32-36c9-4f06-a661-ae49f9abf1b4,Sambarela Luxury Villas,Higüey,Dominican Republic,holiday_rental_home,sambarelaluxuryvillas.com,+17863278593,https://sambarelaluxuryvillas.com/,contact@sambarelaluxuryvillas.com,,https://www.instagram.com/sambarelaluxuryvillas/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,48,overture:91c1a6dc-6469-4830-a52b-7e9dc2d97a44,Puerto Rico,Carolina,Puerto Rico,hotel,spicevacationrentals.com,+17879061119,https://www.spicevacationrentals.com/,reservations@spicevacationrentals.com,,,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,49,overture:d1645d68-4a75-4ca2-a0fb-d192700b0b66,"Casa del Mar Ocean Front Vacation Rental, Yabucoa, Puerto Rico",Yabucoa,Puerto Rico,holiday_rental_home,strvaca.com,+16039983707,https://www.STRVaca.com/,casadelmarvacationpr@gmail.com,,https://www.instagram.com/casadelmarpuertorico/,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,50,overture:8f5b554a-cc44-4cd8-96bf-c2608662d4d3,Sublime Samana Hotel & Residences,Las Terrenas,Dominican Republic,hotel,sublimesamana.com,+18092405050,http://www.sublimesamana.com/,reservations@sublimesamana.com,,https://www.instagram.com/sublimesamana/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,1,overture:7fafca9b-fa17-446e-802b-3db2ce6205e9,Sunset Paradise Villas,Rincón,Puerto Rico,hotel,sunsetparadise.villas,+17874442044,http://www.sunsetparadise.villas/,sunsetparadisevillas@gmail.com,,https://www.instagram.com/sunsetparadisevillas/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,2,overture:a45449f3-2337-47c9-a3ac-635eaef222b2,Surinat Luxury Resort,Domburg,SR,hotel,surinat.com,+5978721504,http://www.surinat.com/,info@surinat.com,,,,,,B,MEDIUM,canonical_delta
delta-github-run-31861026561-002.jsonl,3,overture:290cda1b-0d23-444c-be13-223a839801ca,Sybaris Residences,San Pedro de Macorís,Dominican Republic,hotel,sybarisresidences.com,+18095418282,http://www.sybarisresidences.com/,reservas@sybarisresidences.com,,https://www.instagram.com/sybarisresidences/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,4,overture:b5178e68-d502-451d-ac2d-f0befd782290,The Cove Resort - Condo Vacation Rental in Samana Dominican Republic,El Francés,Dominican Republic,holiday_rental_home,thecovesamana-dominicanrepublic.com,+14109138383,http://www.thecovesamana-dominicanrepublic.com/,thesamanacove@gmail.com,,,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,5,overture:3b258940-2f99-4144-ae0f-4ad45fc507d0,Tres Bahías Culebra Villas,Culebra,Puerto Rico,hotel,tresbahiasculebra.com,+17874208060,https://www.tresbahiasculebra.com/,info@tresbahiasculebra.com,,,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,6,overture:ad15167d-f816-4867-a034-5dd8c20fd213,Trinitaria House Hotel & Vacation Rentals,San Juan,Puerto Rico,hotel,trinitariahouse.com,+17879020185,http://www.trinitariahouse.com/,trinitariahouse@gmail.com,,https://www.instagram.com/trinitariahouse/,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,7,overture:b717e6e0-7d00-4d48-bf12-97a3ab729afe,BNB Family Vacation Rentals,Santo Domingo Este,Dominican Republic,hotel,tropicalislandaparthotel.com,+18094600021,http://www.tropicalislandaparthotel.com/,info@tropicalislandaparthotel.com,,,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,8,overture:7badd534-cbbb-4850-83ca-ab25754f8d11,Villa Anacaona,World-Atlas::usa-mexico-caribbean-premium::15-22,Dominican Republic,resort,villaanacaona.com,+18095898008,https://www.villaanacaona.com/,info@villaanacaona.com,,https://www.instagram.com/villaanacaona/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,9,overture:e97bef40-33ca-4299-a9fc-3464db3ffdcc,Villa Montana Beach Resort,Isabela,Puerto Rico,resort,villamontana.com,+17876093047,http://www.villamontana.com,frontdesk@villamontana.com,,https://www.instagram.com/villamontanabeachresort/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,10,overture:cb36c6de-fb40-4b1c-80e3-dc4a60aa18c9,Villa Ocean Mist Vacation Rental,Rincón,Puerto Rico,holiday_rental_home,villaoceanmist.com,+19148437040,http://www.villaoceanmist.com/,reservations@villaoceanmist.com,,,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,11,overture:c735b025-528c-49b0-892f-715b94022643,Villa Aqua Antigua Guatemala,Antigua Guatemala,Guatemala,hotel,villasaqualoscabos.com,+50255159644,http://www.villasaqualoscabos.com/,info@villasaqualoscabos.com,,https://www.instagram.com/villasaqualoscabosdemonterrico/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,12,overture:6f3d465b-1b5e-420d-82db-c92cc9589a90,Villas De Playa 2,Dorado,Puerto Rico,beach_resort,villasdeplaya2.com,+17872533000,https://www.villasdeplaya2.com/blog,villasdeplaya2@gmail.com,,,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,13,overture:6c9e1275-8f85-4451-9a44-2f7fd6f94cab,Villa Serena,Samaná,Dominican Republic,hotel,villaserena.com,+18095380000,http://villaserena.com/,info@villaserena.com,,https://www.instagram.com/villaserenadominicanrepublic/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,14,overture:2dae56d4-b7e2-4b1c-afca-4c64b2095897,Villas Jucanya,Panajachel,Guatemala,hotel,villasjucanya.com,+50255102340,http://www.villasjucanya.com/,reserva@villasjucanya.com,,,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,15,overture:e27577e3-5365-4611-9b41-25128eca54a4,Villas Santander,Guatemala,Guatemala,hotel,villassantander.com,+50237874277,http://www.villassantander.com/,info@villassantander.com,,https://www.instagram.com/villas.santander/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,16,overture:88fe1097-dc29-4bd7-a2d6-674b54bc1b65,Casa Borinquen Vacation Rental,Aguadilla,Puerto Rico,holiday_rental_home,vrpuertorico.com,+19177835101,http://www.vrpuertorico.com/,casaborinquenrental@gmail.com,,https://www.instagram.com/casaborinquenrental_jose/,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,17,overture:921003ac-ae0c-40ab-9882-d3f2f5f72ee8,W Vacation Rentals,Noord,Aruba,holiday_rental_home,wvacationsaruba.com,+2972801177,http://www.wvacationsaruba.com/,info@wvacationsaruba.com,,https://www.instagram.com/wvacationrentals/,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,18,overture:348366de-b9d3-4a4e-a72e-50c49ca9b9b2,623 Boqueron Villas,Cabo Rojo,Puerto Rico,hotel,xn--623boquernvillas-evb.com,+19396403271,https://www.xn--623boquernvillas-evb.com/,623hotel@gmail.com,,https://www.instagram.com/623boqueronvillas/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,19,overture:dd035b78-af92-4187-9b1b-e014cbae89a0,Yasmin Luxury Resort,Paramaribo,SR,resort,yasminresort.net,+5978761617,https://yasminresort.net/,info@yasminresort.net,,https://www.instagram.com/yasminluxuryresort/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,20,overture:23772872-efff-4919-9744-2668425c7bee,Yoga Life Villa,Cibao Nordeste,Dominican Republic,resort,yogalifevilla.com,+18098708249,http://www.yogalifevilla.com/,mauray@yogalifevilla.com,,,,,,B,MEDIUM,canonical_delta
delta-github-run-31861026561-002.jsonl,21,overture:f5c8aacb-4984-486b-b5ec-594585628c29,2CostaRica Vacation Rentals,Quepos,Costa Rica,holiday_rental_home,2crvr.com,+50625199887,https://www.2crvr.com/,reservations@2crvr.com,,,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,22,overture:5bb9f406-cc81-4fff-80fb-fede4dbfde71,3 Little Birds Vacation Home,Orange Beach,USA,lodging,3littlebirdsbama.com,,http://3littlebirdsbama.com/,3littlebirdsbama@gmail.com,,https://www.instagram.com/3littlebirdsbama/,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,23,overture:f48670a9-0694-4bee-8b50-be839d342469,401 Beach Rentals,Panama City Beach,USA,holiday_rental_home,401beachrentals.com,+12626896385,http://www.401beachrentals.com/,info@401beachrentals.com,,https://www.instagram.com/401beachrentals/,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,24,overture:306c5ec0-715c-4803-87c9-23f718bcda9d,Amelia Island Vacation Rental Amelia Landings 9C,Fernandina Beach,USA,hotel,a1abeachvacay.com,+19045604848,https://www.book.a1abeachvacay.com/en/9c-amelia-landings,a1abeachvacay@gmail.com,,https://www.instagram.com/a1abeachvacay/,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,25,overture:f66c941e-5555-4d40-9715-93bd1bfecace,Ahau Collection,Tulum,Mexico,hotel,ahaucollection.com,+529842311081,https://www.ahaucollection.com/,info@ahaucollection.com,,https://www.instagram.com/ahau.collection/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,26,overture:165ccd8d-692b-4733-863e-c2a50fe7b7b4,Vacation Home Bartenderluisch,Fortuna,Costa Rica,holiday_rental_home,airbnb.co.cr,+50689735392,http://airbnb.co.cr/h/vacationhomebartenderluisch,rachelchavez76@gmail.com,,,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,27,overture:fb3e58e0-eb89-475c-a6aa-7f619819bdad,Alabama Getaway Vacation Rentals,Orange Beach,USA,holiday_rental_home,alabamagetaway.net,+12512023211,http://www.alabamagetaway.net/,hello@alabamagetaway.net,,https://www.instagram.com/bamagetaway/,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,28,overture:73f4775c-a57a-4977-98be-3bdaa8301fdb,Mermaid Cove Condo Vacation Rental in Gulf Shores,Gulf Shores,USA,holiday_rental_home,alabamavacationhomerentals.com,+14234133638,https://www.alabamavacationhomerentals.com/listing.22,mermaidcovecondo@gmail.com,,,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,29,overture:9554f374-6ce7-4885-bc07-7b49dbbf278a,White Sands Vacation Rental,Gulf Shores,USA,holiday_rental_home,alavhr.com,+17703174172,http://alavhr.com/listing.321,dlbailey1947@yahoo.com,,,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,30,overture:a0ba5c14-6b2b-41c9-9286-674850b9b8ab,Alloro Jungle Villas,Cahuita,Costa Rica,hotel,allorovillas.com,+50671236043,http://www.allorovillas.com/,allorovillas@gmail.com,,https://www.instagram.com/allorojunglevillas/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,31,overture:e2536a76-84dd-43c6-b5d7-8bba96f80da5,Altavista Vacation Rentals,Quepos,Costa Rica,holiday_rental_home,altavistavacationrentals.com,+50621029338,http://www.altavistavacationrentals.com/,heather@altavistavacationrentals.com,,,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,32,overture:ba01a547-0a0a-4082-8752-cda3b8ff0d87,Ame Hotel Boutique & Spa,Playa del Carmen,Mexico,hotel,amehotelspa.com,+529841410796,https://www.amehotelspa.com/,reservaciones@amehotelspa.com,,https://www.instagram.com/AmeHotelBoutique/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,33,overture:478e01db-bc90-4cfa-9ebb-3d8400b92a4f,Aparthotel siete32,Mérida,Mexico,hotel,aparthotelsiete32.com,+529992551748,http://www.aparthotelsiete32.com/,aparthotel32@gmail.com,,,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,34,overture:5f6cc4e1-f44a-42f0-9124-958ecce8c556,Artesana Luxury Villa,San Miguel de Allende,Mexico,hotel,artesana.com,+524151974200,http://artesana.com/,info@artesana.com,,,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,35,overture:f7d5631f-86fa-4674-b02d-d645b7a8fdf2,Art Village Tulum,Tulum,Mexico,beach_resort,artvillagetulum.com,+529848711174,https://artvillagetulum.com/,reservations@artvillagetulum.com,,,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,36,overture:06ade1e9-dbd6-4061-93df-35605fda8726,Bahama Dreamin Ocean Front Villas,Long Island,Bahamas,hotel,bahamadreamin.com,+14073835708,http://www.bahamadreamin.com/,bahamdreamin@outlook.com,,https://www.instagram.com/wix/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,37,overture:ff2f085e-4b0a-4e5b-9691-f005f254af0d,Bahia Principe Luxury Akumal,Chetumal,Mexico,resort,bahia-principe.com,+529848755000,https://www.bahia-principe.com/en/resorts-in-riviera-maya/resort-akumal/,info.akumal@bahia-principe.com,,https://www.instagram.com/bahiaprincipehotels/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,38,overture:f28905b9-f916-49fb-952b-0f5062c81240,Miramar Beach Vacation Rental - Bahia 4413,Miramar Beach,USA,holiday_rental_home,bahiabythebay.com,+15614224428,https://www.bahiabythebay.com/,bahiabythebay@gmail.com,,,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,39,overture:cc2ef279-c97e-4dac-b5af-10b0325cef7b,Bahia Principe Residences & Golf,Tulum,Mexico,hotel,bahiaprinciperesidences.com,984 875 5085,http://www.bahiaprinciperesidences.com,serviciospropietariosbpres@bahiaprinciperesidences.com,,https://www.instagram.com/tulumcountryclub/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,40,overture:75d26eb4-23c8-4fe1-9da6-da56039b1245,Baldi Hot Springs Hotel Resort & Spa,Fortuna,Costa Rica,hotel,baldihotsprings.cr,+50624792190,https://www.baldihotsprings.cr/rooms/,info@baldihotsprings.cr,,https://www.instagram.com/baldi_hot_springs_costarica/,,,,B,MEDIUM,canonical_delta
delta-github-run-31861026561-002.jsonl,41,overture:052d8d58-381f-445f-b76b-93edf19632b1,"Beach Cottage, Destin FL-Vacation Rental",Destin,USA,holiday_rental_home,beachaholicvacations.com,+19402524349,https://beachaholicvacations.com/,summerbrees312@gmail.com,,https://www.instagram.com/beachaholicvacations/,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,42,overture:63c38840-4c2c-4401-9500-12d5e7aa649d,Beach Blonde Vacation Rental,Gulf Breeze,USA,holiday_rental_home,beachblondevacationrental.com,+18505728530,http://www.beachblondevacationrental.com/,info@beachblondevacationrental.com,,https://www.instagram.com/beachblondevacationrental/,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,43,overture:eb74f5c9-8cad-4a9b-8f3f-5e8a84b4c913,Beach Bum BB Vacation Rentals,Gulf Breeze,USA,holiday_rental_home,beachbumbb.com,+18449372286,https://beachbumbb.com/,info@beachbumbb.com,,https://www.instagram.com/beachbumBBVacations/,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,44,overture:f9f90826-3d74-4c69-ae8d-05ca46c1b422,Beach Haven Vacation Rentals,Panama City Beach,USA,hotel,beachhavenstays.com,+18505888667,https://beachhavenstays.com/,hello@beachhavenstays.com,,,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,45,overture:c172c1e8-12e3-4eaf-8cd5-350963c7f308,On Turtle Time,Navarre,USA,holiday_rental_home,beachrentalsatnavarre.com,+18888620034,https://www.beachrentalsatnavarre.com/property/235,navarrevacation@gmail.com,,,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,46,overture:1eccb713-6219-4551-864e-ea01a1884946,Beach Therapy Vacation Rental Calypso Tower 3 Panama City Beach Florida,Panama City Beach,USA,hotel,beachrentalspcbfl.com,,http://www.beachrentalspcbfl.com/,beachrentalspcbfl@gmail.com,,https://www.instagram.com/beach.rentals.pcbfl/,,,,A,MEDIUM,canonical_delta
delta-github-run-31861026561-002.jsonl,47,overture:f163cda7-c42c-4790-b03b-a2dc7c57fb9a,Beach Reunion Vacation Rentals,Miramar Beach,USA,holiday_rental_home,beachreunion.com,+18506504544,http://www.beachreunion.com/,rentals@beachreunion.com,,,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,48,overture:2f2dd8cf-102e-4d62-bcd6-a5f6cbf5334d,Beachscape Kin Ha Villas & Suites,Cancún,Mexico,hotel,beachscape.com.mx,+529988915427,http://www.beachscape.com.mx/,reservaciones@beachscape.com.mx,,https://www.instagram.com/beachscape_kin_ha/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,49,overture:a49c4f1d-b411-4d03-815d-5de5fa6eb55a,Beachview Vacation Rentals,Destin,USA,holiday_rental_home,beachviewvacationrentals.com,+18777368350,http://www.beachviewvacationrentals.com/,reservations@beachviewvacationrentals.com,,https://www.instagram.com/beachviewvacationrentalsdestin/,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-002.jsonl,50,overture:56319614-023c-4b01-8027-dc8c10a4cb4c,Beau Monde Property Management,New Orleans,USA,property_management,beaumondepropertymanagement.com,+14794615567,http://beaumondepropertymanagement.com/,beaumondeproperty@gmail.com,,,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-003.jsonl,1,overture:c3eb7156-f70c-4e86-8558-033fb1a63b7e,Allen's Dune on 30A - a vacation rental home,Santa Rosa Beach,USA,holiday_rental_home,beautifulbeach.com,+18882672121,https://www.beautifulbeach.com/vacation-rentals/rental/3151-268837/,allensduneon30a@gmail.com,,,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-003.jsonl,2,overture:d8fcab55-8a64-4909-9e14-1c15ef722426,Bella Vista Vacation Rental,Exuma,Bahamas,holiday_rental_home,bellavistaexuma.com,+12018522018,http://bellavistaexuma.com/,luckypennyexuma30@gmail.com,,https://www.instagram.com/bellavistaexuma/,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-003.jsonl,3,overture:a8bd075d-f3fc-4ea4-9303-f78df5a7792e,Bender Vacation Rentals,Gulf Shores,USA,holiday_rental_home,benderrealty.com,+12519482651,http://www.benderrealty.com,gulfshoresal@gmail.com,,https://www.instagram.com/bendervacationrentals/,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-003.jsonl,4,overture:a44fcb60-3660-4b27-b67a-784cbf30407e,Big Bamboo: A Bahamian Boutique Villa & Waterfront Playground,Andros Town,Bahamas,hotel,bigbamboobahamas.com,+12423572019,http://BigBambooBahamas.com/,bigbamboobahamas@aol.com,,https://www.instagram.com/BigBambooBahamas/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-003.jsonl,5,overture:3b1e3127-a638-4558-bfd3-19bc6cefa485,Biloxi Vacation Rentals,Biloxi,USA,holiday_rental_home,biloxicondorental.com,+12284247825,http://www.biloxicondorental.com/,linda@biloxicondorental.com,,,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-003.jsonl,6,overture:af098632-5b98-4f99-a857-353a576be2cb,Black Creek Lodge,Freeport,USA,resort,blackcreeklodgerv.com,(334) 248-1239,https://www.blackcreeklodgerv.com,samanthasbilbrey@gmail.com,,,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-003.jsonl,7,overture:88bc8c72-eea1-42bf-9a19-3fd942914d4e,Black Urchin Boutique Resort,Bodden Town,Cayman Islands,resort,blackurchin.com,+18334622962,http://www.blackurchin.com/,reservations@blackurchin.com,,https://www.instagram.com/black.urchin/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-003.jsonl,8,overture:65b8288e-2abd-4528-b523-9a70d93b1eac,Blue Beach Door Vacation Home,Santa Rosa Beach,USA,holiday_rental_home,bluebeachdoor.com,+17372942366,https://bluebeachdoor.com/,bluebeachdoor@gmail.com,,https://www.instagram.com/bluebeachdoor/,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-003.jsonl,9,overture:a9f5b3e7-0b25-4fb2-ad04-26c916326f65,Bocas Ridge Hotel & Residences,Almirante,Panama,hotel,bocasridge.com,+50764324004,http://bocasridge.com/,info@bocasridge.com,,,,,,B,MEDIUM,canonical_delta
delta-github-run-31861026561-003.jsonl,10,overture:c743f5b7-e7ae-44d1-bed3-4d75463b14ac,BoraBora Suites&Villas Querétaro,El Marqués,Mexico,hotel,borabora.sex,+524422774900,https://borabora.sex/,boraboraqueretaro@gmail.com,,https://www.instagram.com/boraboramotel/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-003.jsonl,11,overture:7b436364-a49e-46db-97e7-ef8a3636436c,Brasstown Valley Resort and Spa,Young Harris,USA,hotel,brasstownvalley.com,+17063791649,http://www.brasstownvalley.com,info@brasstownvalley.com,,https://www.instagram.com/brasstown_valley/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-003.jsonl,12,overture:d0beec49-bd48-46a7-97c5-8f5f2a75c615,Playa Del Carmen Condo La Vista 6,Playa del Carmen,Mexico,holiday_rental_home,bricrental.com,+12515839357,https://www.bricrental.com/property/la-vista-6-playa-del-carmen-mexico/,hstephens213@gmail.com,,,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-003.jsonl,13,overture:6b035c77-2aae-46d4-ba7d-a804c7144a72,Burro y Flauta Vacation Rentals,Mérida,Mexico,holiday_rental_home,burroyflauta.com,+529992787609,http://www.burroyflauta.com/,concierge.byf@gmail.com,,https://www.instagram.com/burro_y_flauta/,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-003.jsonl,14,overture:755c94eb-d551-4788-aea4-a33bcb878f4d,Beachcomber Retreat,Panama City Beach,USA,hotel,bythesearesorts.com,+18886270625,https://bythesearesorts.com/,info@bythesearesorts.com,,https://www.instagram.com/bythesearesortspcb/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-003.jsonl,15,overture:4c402552-2dce-45c8-844d-8b4c750dc86f,Carillon Beach Rentals,Panama City Beach,USA,holiday_rental_home,carillonbeachrentals.com,+18505883160,https://www.carillonbeachrentals.com/,eric@carillonbeachrentals.com,,https://www.instagram.com/carillonrentals/,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-003.jsonl,16,overture:7d26a7e8-2307-4e14-8b75-c94c22a69314,CASA BIX A BEEL. Hotel boutique.,Tulum,Mexico,beach_resort,casabixabeel.com,,http://www.casabixabeel.com/,casabixabeel@gmail.com,,https://www.instagram.com/casabixabeel/,,,,B,MEDIUM,canonical_delta
