chunk,line,pre,reject_reason,name,market,country,norm_name,domain,phone,category,address,website,email,contact_page,instagram,facebook,whatsapp,portfolio,source_ref,source_url,fit,live,ambiguous
delta-github-run-31863169781-002.jsonl,32,ACCEPT,,Villa Magnolia,Bahía de Banderas,Mexico,villa magnolia,villamagnolias.com,523223719751,resort,"Calle Pámpano 9, Bahía de Banderas",http://www.VillaMagnolias.com/,info@villamagnolias.com,,,,,,overture:dcfbf7a5-c77d-48b0-bed4-876d21635044,https://explore.overturemaps.org/#id=dcfbf7a5-c77d-48b0-bed4-876d21635044,A,PERMISSIVE,1
delta-github-run-31863169781-002.jsonl,33,ACCEPT,,Villas Amalia Hotel,Bahía de Banderas,Mexico,villas amalia hotel,villasamaliahotel.com,523292988920,hotel,"Calle Sábalo 10, Bahía de Banderas",http://villasamaliahotel.com,andyrios14234@gmail.com,,,,,,overture:6d8f9b75-5244-4309-836a-d4c14508e42a,https://explore.overturemaps.org/#id=6d8f9b75-5244-4309-836a-d4c14508e42a,B,HIGH,0
delta-github-run-31863169781-002.jsonl,34,ACCEPT,,Hotel Villas Sayulita,World-Atlas::usa-mexico-caribbean-premium::16-14,Mexico,hotel villas sayulita,villasayulita.com,3292913063,hotel,,http://www.villasayulita.com,info@villasayulita.com,,,,,,overture:c7d8e5ce-1c4f-4786-82b0-df795e4d00f6,https://explore.overturemaps.org/#id=c7d8e5ce-1c4f-4786-82b0-df795e4d00f6,B,PERMISSIVE,1
delta-github-run-31863169781-002.jsonl,35,ACCEPT,,Villas del Coral,Compostela,Mexico,villas del coral,villasdelcoral.com.mx,523272742801,resort,"Calle Coral 1, Compostela",http://villasdelcoral.com.mx/,villasdelcoral@gmail.com,,,,,,overture:153287c4-ce70-44e5-b770-d4698acce302,https://explore.overturemaps.org/#id=153287c4-ce70-44e5-b770-d4698acce302,A,HIGH,0
delta-github-run-31863169781-002.jsonl,36,ACCEPT,,Villas Gardenia/Villas Mi Mexico,Bucerías,Mexico,villas gardenia villas mi mexico,villasmimexico.com,523332253209,hotel,"Avenida Héroe de Nacozari 153, Bucerías",http://villasmimexico.com/,villasmimexico@gmail.com,,https://www.instagram.com/villasmimexico/,,,,overture:3b4305f2-4ba4-40d7-85fe-44331677605e,https://explore.overturemaps.org/#id=3b4305f2-4ba4-40d7-85fe-44331677605e,B,HIGH,0
delta-github-run-31863169781-002.jsonl,37,ACCEPT,,Villas piñalta,Compostela,Mexico,villas pinalta,villaspinalta.com,523272741184,hotel,"Andador Tabachines 4, Compostela",http://villaspinalta.com/,villaspinalta@gmail.com,,https://www.instagram.com/villaspinalta/,,,,overture:5de49786-e5a8-46d1-8597-96ed42c1984d,https://explore.overturemaps.org/#id=5de49786-e5a8-46d1-8597-96ed42c1984d,B,HIGH,0
delta-github-run-31863169781-002.jsonl,38,ACCEPT,,Villas PURA VIDA,World-Atlas::usa-mexico-caribbean-premium::16-14,Mexico,villas pura vida,villaspuravida.com,523221567197,hotel,,http://www.villaspuravida.com/,villaspuravida@gmail.com,,https://www.instagram.com/villaspuravida/,,,,overture:da554a26-cd30-428f-9365-ad9037c1a71c,https://explore.overturemaps.org/#id=da554a26-cd30-428f-9365-ad9037c1a71c,B,HIGH,0
delta-github-run-31863169781-002.jsonl,39,ACCEPT,,The Villas at Playa Las Tortugas,Compostela,Mexico,the villas at playa las tortugas,villastortugas.com,16198865095,beach_resort,"Las Palmas 21, Compostela",https://www.villastortugas.com/,reservations@villastortugas.com,,,,,,overture:344b7e07-9a0e-4b29-89c4-b06086a62bd6,https://explore.overturemaps.org/#id=344b7e07-9a0e-4b29-89c4-b06086a62bd6,A,HIGH,0
delta-github-run-31863169781-002.jsonl,40,ACCEPT,,Villa Verano,Puerto Vallarta,Mexico,villa verano,villaverano.com,17604163366,resort,"Calle Santa Bárbara 430, Puerto Vallarta",http://www.villaverano.com/,arturo@villaverano.com,,,,,,overture:52d000cb-5ae4-4059-b371-3a1a79eb5993,https://explore.overturemaps.org/#id=52d000cb-5ae4-4059-b371-3a1a79eb5993,A,HIGH,0
delta-github-run-31863169781-002.jsonl,41,ACCEPT,,Vista Encantada Spa Resort & Residences,Los Cabos,Mexico,vista encantada spa resort residences,vistaencantadaresort.com,528009422436,resort,"Carretera Transpeninsular 2, Los Cabos, BCS",http://www.vistaencantadaresort.com/,reservations@vistaencantadaresort.com,,https://www.instagram.com/vistaencantadaresort/,,,,overture:b00b059c-0daa-4ade-9eb6-a0d8e9bc5665,https://explore.overturemaps.org/#id=b00b059c-0daa-4ade-9eb6-a0d8e9bc5665,A,HIGH,0
delta-github-run-31863169781-002.jsonl,42,ACCEPT,,Premier Properties,Mesquite,USA,premier properties,winchester-realestate.com,17025574525,property_management,"305 Calais Dr, Mesquite, NV",http://www.winchester-realestate.com/,winchester.homes2021@gmail.com,,,,,,overture:b1118625-b082-46bd-8ded-a77f369ff835,https://explore.overturemaps.org/#id=b1118625-b082-46bd-8ded-a77f369ff835,A,PERMISSIVE,1
delta-github-run-31863169781-002.jsonl,43,ACCEPT,,10 Stars Property Management,Pinellas Park,USA,10 stars property management,10starshomes.com,18447073773,property_management,"4921 71st Ave N, Pinellas Park, FL",http://10starshomes.com/,support@10starshomes.com,,,,,,overture:9abf449b-8d85-42cd-af83-6a9efa546f55,https://explore.overturemaps.org/#id=9abf449b-8d85-42cd-af83-6a9efa546f55,A,HIGH,1
delta-github-run-31863169781-002.jsonl,44,ACCEPT,,1st Choice Property Management,Cape Coral,USA,1st choice property management,1stchoicemanagers.com,12399452505,property_management,"1405 SE 47th St, Cape Coral, FL",http://www.1stChoiceManagers.com/,1stchoice4pm@gmail.com,,,,,,overture:cf375fe0-07ba-41f8-ba9d-d437fcdefac1,https://explore.overturemaps.org/#id=cf375fe0-07ba-41f8-ba9d-d437fcdefac1,A,PERMISSIVE,1
delta-github-run-31863169781-002.jsonl,45,ACCEPT,,"1st Place Property Management, LLC",Coral Springs,USA,1st place property management llc,1stplacepm.com,19543461951,property_management,"934 N University Dr, Coral Springs, FL",http://www.1stplacepm.com/,service@1stplacepm.com,,https://www.instagram.com/1stplacepm/,,,,overture:f50d91c7-f224-49f3-bed1-ff171f09b2fa,https://explore.overturemaps.org/#id=f50d91c7-f224-49f3-bed1-ff171f09b2fa,A,PERMISSIVE,1
delta-github-run-31863169781-002.jsonl,46,ACCEPT,,246 Connexions Property Management,Christ Church,Barbados,246 connexions property management,246connexionsproperty.com,12462674784,property_management,"Pegwell Gardens, Christ Church",http://www.246connexionsproperty.com/,246connexionsproperty@gmail.com,,,,,,overture:cdb7039e-1657-472e-9c6d-a244aaa74878,https://explore.overturemaps.org/#id=cdb7039e-1657-472e-9c6d-a244aaa74878,A,HIGH,1
delta-github-run-31863169781-002.jsonl,47,ACCEPT,,32 West Realty Property Management,Lake Worth Beach,USA,32 west realty property management,32westrealty.com,15614296052,property_management,"8461 Lake Worth Rd, Lake Worth Beach, FL",http://www.32westrealty.com,info@32westrealty.com,,,,,,overture:08d01d01-829f-4354-954e-8268cf3ab1b6,https://explore.overturemaps.org/#id=08d01d01-829f-4354-954e-8268cf3ab1b6,A,PERMISSIVE,1
delta-github-run-31863169781-002.jsonl,48,ACCEPT,,Everest Property Management,Palm Coast,USA,everest property management,386rent.com,13862462085,property_management,"377 Palm Coast Pkwy SW, Palm Coast, FL",https://www.386rent.com/,terry@386rent.com,,,,,,overture:852620e3-f656-4e6e-a012-57fa76e3c449,https://explore.overturemaps.org/#id=852620e3-f656-4e6e-a012-57fa76e3c449,A,PERMISSIVE,1
delta-github-run-31863169781-002.jsonl,49,ACCEPT,,3rd Floor Property Management,Miami,USA,3rd floor property management,3floorpmgt.com,13054873017,property_management,"7350 SW 41st St, Miami, FL",https://www.3floorpmgt.com/,team@3floorpmgt.com,,https://www.instagram.com/3floorpmgt/,,,,overture:3284b736-8e5f-4db6-8ecb-d3d913c7928f,https://explore.overturemaps.org/#id=3284b736-8e5f-4db6-8ecb-d3d913c7928f,A,MEDIUM,1
delta-github-run-31863169781-002.jsonl,50,ACCEPT,,3L Management Group - Property Management,Miami,USA,3l management group property management,3lmg.com,17547778542,property_management,"19108 W Dixie Hwy, Miami, FL",https://3lmg.com/,3lmanagementgroup@gmail.com,,,,,,overture:052dc940-c6f6-4892-8f9d-5e65d2692058,https://explore.overturemaps.org/#id=052dc940-c6f6-4892-8f9d-5e65d2692058,A,HIGH,1
delta-github-run-31863169781-003.jsonl,1,ACCEPT,,407 Hub Property Management,Kissimmee,USA,407 hub property management,407hubpropertymanagement.com,14075564070,property_management,"3226 Hillsdale Dr, Kissimmee, FL",http://Www.407HubPropertyManagement.com/,407hubpropertymanagement@gmail.com,,,,,,overture:5b67d5b9-cc7c-4f1c-9206-87e36aef878c,https://explore.overturemaps.org/#id=5b67d5b9-cc7c-4f1c-9206-87e36aef878c,A,PERMISSIVE,1
delta-github-run-31863169781-003.jsonl,2,ACCEPT,,Orlando Realty & Property Management,Orlando,USA,orlando realty property management,407rentals.com,14076415049,real_estate_service,"138 S Bumby Ave, Orlando, FL",http://www.407rentals.com/,orpm@407rentals.com,,,,,,overture:e255c3f1-6d78-4800-8476-76d2b047ae78,https://explore.overturemaps.org/#id=e255c3f1-6d78-4800-8476-76d2b047ae78,A,PERMISSIVE,1
delta-github-run-31863169781-003.jsonl,3,ACCEPT,,407 Vacation Home Rentals,Orlando,USA,407 vacation home rentals,407vhr.com,4075440474,corporate_or_business_office,"2295 S Hiawassee Rd Ste 104, Orlando, FL",http://www.407vhr.com,info@407vhr.com,,,,,,overture:ee8a52aa-2538-4cb7-9be4-a595d08008d8,https://explore.overturemaps.org/#id=ee8a52aa-2538-4cb7-9be4-a595d08008d8,A,PERMISSIVE,1
delta-github-run-31863169781-003.jsonl,4,ACCEPT,,Beach Vacation Rentals,Pompano Beach,USA,beach vacation rentals,4rentbythebeach.com,9542831111,hotel,"112 S Federal Hwy Fl 1, Pompano Beach, FL",https://4rentbythebeach.com,info@4rentbythebeach.com,,,,,,overture:ae7d9db7-d784-49e7-9297-eb2340ce4b73,https://explore.overturemaps.org/#id=ae7d9db7-d784-49e7-9297-eb2340ce4b73,A,HIGH,0
delta-github-run-31863169781-003.jsonl,5,ACCEPT,,Realsource Property Management,Orlando,USA,realsource property management,4rentorlando.com,14072989777,property_management,"6900 Turkey Lake Rd, Orlando, FL",http://www.4rentorlando.com/,info@4rentorlando.com,,,,,,overture:a65ea171-4883-4583-9d33-c47e839eff95,https://explore.overturemaps.org/#id=a65ea171-4883-4583-9d33-c47e839eff95,A,PERMISSIVE,1
delta-github-run-31863169781-003.jsonl,6,ACCEPT,,85 & Sunny Property Management,Melbourne,USA,85 sunny property management,85andsunnypropertymanagement.com,13212541353,property_management,"2295 Eau Gallie Blvd W, Melbourne, FL",http://www.85andsunnypropertymanagement.com/,info@85andsunnypropertymanagement.com,,,,,,overture:117b875f-6e26-48fa-946a-dd9e9111e9f5,https://explore.overturemaps.org/#id=117b875f-6e26-48fa-946a-dd9e9111e9f5,A,PERMISSIVE,1
delta-github-run-31863169781-003.jsonl,7,ACCEPT,,8th Street Property Management,Miami,USA,8th street property management,8stpm.com,13053908217,property_management,"704 SW 17th Ave, Miami, FL",https://www.8stpm.com/,admin@8stpm.com,,https://www.instagram.com/8stpm/,,,,overture:31ae1c65-7cae-48e3-bd91-1450c2216f86,https://explore.overturemaps.org/#id=31ae1c65-7cae-48e3-bd91-1450c2216f86,A,MEDIUM,1
delta-github-run-31863169781-003.jsonl,8,ACCEPT,,A1 Vacation Homes,Miami,USA,a1 vacation homes,a1vacationhomes.com,19548376078,holiday_rental_home,"8345 NW 66th St, Miami, FL",https://www.a1vacationhomes.com/,support@a1vacationhomes.com,,,,,,overture:7f0821dc-6223-4ccc-979c-6b146b70db14,https://explore.overturemaps.org/#id=7f0821dc-6223-4ccc-979c-6b146b70db14,A,PERMISSIVE,1
delta-github-run-31863169781-003.jsonl,9,ACCEPT,,Abba Property Management,Fort Lauderdale,USA,abba property management,abbapropertymanagement.com,19545077737,property_management,"1115 SW 15th Ter, Fort Lauderdale, FL",https://abbapropertymanagement.com/,abbapropertymanagement@gmail.com,,,,,,overture:2bd567bf-e096-4a82-952d-4fc2aa4cd75a,https://explore.overturemaps.org/#id=2bd567bf-e096-4a82-952d-4fc2aa4cd75a,A,MEDIUM,1
delta-github-run-31863169781-003.jsonl,10,ACCEPT,,Dunedin Tiny House Vacation Rentals,Dunedin,USA,dunedin tiny house vacation rentals,aboveandbeyondvr.com,17272535995,holiday_rental_home,"1523 Bayshore Blvd, Dunedin, FL",http://aboveandbeyondvr.com/,aboveandbeyond.llc@yahoo.com,,,,,,overture:e60e9714-783c-4250-a38e-931cea4fa32d,https://explore.overturemaps.org/#id=e60e9714-783c-4250-a38e-931cea4fa32d,A,HIGH,0
delta-github-run-31863169781-003.jsonl,11,ACCEPT,,Ackley Florida Property Management,Kissimmee,USA,ackley florida property management,ackleyflorida.com,4078468846,property_management,"22 W Monument Ave Ste 1, Kissimmee, FL",https://www.ackleyflorida.com,admin@ackleyflorida.com,,,,,,overture:f35c724a-a703-4df1-9bd8-4d8ba96f433c,https://explore.overturemaps.org/#id=f35c724a-a703-4df1-9bd8-4d8ba96f433c,A,PERMISSIVE,1
delta-github-run-31863169781-003.jsonl,12,ACCEPT,,Magic Vacation Homes,Orlando,USA,magic vacation homes,acovacationhomes.com,14077952932,holiday_rental_home,"11951 International Dr S, Orlando, FL",http://www.acovacationhomes.com/,reservations@acovacationhomes.com,,,,,,overture:f5e02fb3-786b-4d8d-9e6a-e39b20612bf7,https://explore.overturemaps.org/#id=f5e02fb3-786b-4d8d-9e6a-e39b20612bf7,A,HIGH,0
delta-github-run-31863169781-003.jsonl,13,ACCEPT,,ACT Vacation Rentals,St Pete Beach,USA,act vacation rentals,actvacationrentals.com,17274459400,holiday_rental_home,"6700 Beach Plz, St Pete Beach, FL",http://actvacationrentals.com/,beach33706@gmail.com,,,,,,overture:b5d95ecc-9236-44dc-8981-ada10b3a0ee8,https://explore.overturemaps.org/#id=b5d95ecc-9236-44dc-8981-ada10b3a0ee8,A,PERMISSIVE,1
delta-github-run-31863169781-003.jsonl,14,ACCEPT,,Adagio Beach Villas,Indian Shores,USA,adagio beach villas,adagiobeachvillas.com,15132357914,hotel,"19800 Gulf Blvd, Indian Shores, FL",http://adagiobeachvillas.com/,adagiobeachvillas@gmail.com,,,,,,overture:cb888f51-486f-4301-954b-7af27118ff4f,https://explore.overturemaps.org/#id=cb888f51-486f-4301-954b-7af27118ff4f,B,HIGH,0
delta-github-run-31863169781-003.jsonl,15,REJECT,clear non-fit: condominium/HOA association identity,Golf View Condominium Association,Melbourne,USA,golf view condominium association,advancedproperty.org,13216364889,property_management,"2727 Golf Lake Cir, Melbourne, FL",http://www.advancedproperty.org/,golfviewcondominiums@gmail.com,,,,,,overture:802821a2-2785-4409-9346-0bdbcde8b15c,https://explore.overturemaps.org/#id=802821a2-2785-4409-9346-0bdbcde8b15c,A,HIGH,1
delta-github-run-31863169781-003.jsonl,16,ACCEPT,,ADRA Property Management,Sunrise,USA,adra property management,advancepropertymanagement.com,19549471266,property_management,"4698 NW 103rd Ave, Sunrise, FL",http://www.advancepropertymanagement.com/,sales@advancepropertymanagement.com,,,,,,overture:1a9c83cc-6917-4e27-8974-473aa49fa4aa,https://explore.overturemaps.org/#id=1a9c83cc-6917-4e27-8974-473aa49fa4aa,A,PERMISSIVE,1
delta-github-run-31863169781-003.jsonl,17,ACCEPT,,Advance Property Management,Sunrise,USA,advance property management,advancerem.com,17543020055,property_management,"13790 NW 4th St, Sunrise, FL",http://advancerem.com/,leads@advancerem.com,,,,,,overture:c11ed2aa-1d0d-4b6c-8324-6a169818e606,https://explore.overturemaps.org/#id=c11ed2aa-1d0d-4b6c-8324-6a169818e606,A,PERMISSIVE,1
delta-github-run-31863169781-003.jsonl,18,ACCEPT,,Palm Beach County Vacation Rentals,Boynton Beach,USA,palm beach county vacation rentals,affordablerents.com,15613738585,holiday_rental_home,"Las Palmas Park, Boynton Beach, FL",http://AffordableRents.com/,yellowstonehomes@aol.com,,,,,,overture:9eae412a-34fd-4f4a-9907-5a3cae51c2ed,https://explore.overturemaps.org/#id=9eae412a-34fd-4f4a-9907-5a3cae51c2ed,A,HIGH,0
delta-github-run-31863169781-003.jsonl,19,ACCEPT,,AIA Property Management,Lakeland,USA,aia property management,aiapropertymanagement.com,18636863700,property_management,"1621 E Edgewood Dr, Lakeland, FL",http://AIAPROPERTYMANAGEMENT.COM/,james@aiapropertymanagement.com,,,,,,overture:f5716acf-7388-414d-acbc-dcd4beaaea42,https://explore.overturemaps.org/#id=f5716acf-7388-414d-acbc-dcd4beaaea42,A,PERMISSIVE,1
delta-github-run-31863169781-003.jsonl,20,ACCEPT,,The Alexander Hotel Miami,Miami Beach,USA,the alexander hotel miami,alexanderhotel.com,18338432539,resort,"5225 Collins Ave, Miami Beach, FL",http://www.alexanderhotel.com/,info@alexanderhotel.com,,,,,,overture:c56138a1-419a-4328-871c-c474ac7a97f6,https://explore.overturemaps.org/#id=c56138a1-419a-4328-871c-c474ac7a97f6,B,HIGH,0
delta-github-run-31863169781-003.jsonl,21,ACCEPT,,Alexandra Resort,Providenciales and West Caicos,Turks and Caicos Islands,alexandra resort,alexandraresort.com,18002840699,hotel,"Princess Dr, Providenciales and West Caicos",https://alexandraresort.com/,reservations@alexandraresort.com,,https://www.instagram.com/alexandraresort/,,,,overture:e6908e30-a5c0-4553-98fc-3c441ba29639,https://explore.overturemaps.org/#id=e6908e30-a5c0-4553-98fc-3c441ba29639,B,HIGH,0
delta-github-run-31863169781-003.jsonl,22,ACCEPT,,All Brevard Property Management,Indialantic,USA,all brevard property management,allbrevardpropertymanagement.com,13217234749,property_management,"1090 N Highway A1a, Indialantic, FL",https://allbrevardpropertymanagement.com/,info@allbrevardpropertymanagement.com,,,,,,overture:c595ffeb-1fa5-406d-b716-71652cbebd0b,https://explore.overturemaps.org/#id=c595ffeb-1fa5-406d-b716-71652cbebd0b,A,PERMISSIVE,1
delta-github-run-31863169781-003.jsonl,23,ACCEPT,,All County Advance Property Management,Clearwater,USA,all county advance property management,allcountyadvance.com,17278554100,property_management,"13575 58th St N, Clearwater, FL",http://www.allcountyadvance.com/,contact@allcountyadvance.com,,,,,,overture:013ec79c-dcdd-42fb-a275-a039eb633f1a,https://explore.overturemaps.org/#id=013ec79c-dcdd-42fb-a275-a039eb633f1a,A,HIGH,1
delta-github-run-31863169781-003.jsonl,24,ACCEPT,,Advanced Property Management,Clearwater,USA,advanced property management,allcountyadvanced.com,17273303301,property_management,"2189 Cleveland St, Clearwater, FL",http://allcountyadvanced.com/,contact@kwikrents1.allcountyadvanced.com,,,,,,overture:bbd72c43-48e8-41b8-8c12-dd0beef54c00,https://explore.overturemaps.org/#id=bbd72c43-48e8-41b8-8c12-dd0beef54c00,A,PERMISSIVE,1
delta-github-run-31863169781-003.jsonl,25,ACCEPT,,All County Property Management Associates,Port Richey,USA,all county property management associates,allcountyassociates.com,7278536888,property_management,"6609 Ridge Rd Ste 1, Port Richey, FL",http://allcountyassociates.com,contact@allcountyassociates.com,,,,,,overture:a4beb7e5-412f-457b-a085-650843f57072,https://explore.overturemaps.org/#id=a4beb7e5-412f-457b-a085-650843f57072,A,PERMISSIVE,1
delta-github-run-31863169781-003.jsonl,26,ACCEPT,,All County CFL Property Management,Orlando,USA,all county cfl property management,allcountycfl.com,14078022379,property_management,"390 N Orange Ave, Orlando, FL",http://www.AllCountyCFL.com/,contact@allcountycfl.com,,,,,,overture:e3294ec8-74fd-436e-956b-ecc94aa48435,https://explore.overturemaps.org/#id=e3294ec8-74fd-436e-956b-ecc94aa48435,A,MEDIUM,1
delta-github-run-31863169781-003.jsonl,27,ACCEPT,,All County Coastal Property Management,Boynton Beach,USA,all county coastal property management,allcountycoastal.com,15615597136,property_management,"1500 Gateway Blvd, Boynton Beach, FL",https://www.allcountycoastal.com/,contact@allcountycoastal.com,,https://www.instagram.com/allcountycoastal/,,,,overture:929a4629-933f-4655-a138-5c8d69c526d7,https://explore.overturemaps.org/#id=929a4629-933f-4655-a138-5c8d69c526d7,A,HIGH,1
delta-github-run-31863169781-003.jsonl,28,ACCEPT,,All County Elite Property Management,West Palm Beach,USA,all county elite property management,allcountyelite.com,15615064646,property_management,"5725 Corporate Way, West Palm Beach, FL",http://www.allcountyelite.com/,contact@allcountyelite.com,,,,,,overture:9089964d-7ccb-40f2-b2ad-9abf97f6c00a,https://explore.overturemaps.org/#id=9089964d-7ccb-40f2-b2ad-9abf97f6c00a,A,MEDIUM,1
delta-github-run-31863169781-003.jsonl,29,ACCEPT,,All County First Choice Property Management,Pinellas Park,USA,all county first choice property management,allcountyfirstchoice.com,17276140076,property_management,"4881 81st Ave N, Pinellas Park, FL",http://www.allcountyfirstchoice.com/,contact@allcountyfirstchoice.com,,,,,,overture:d4e87849-74b8-467c-9ac7-74f4258cca70,https://explore.overturemaps.org/#id=d4e87849-74b8-467c-9ac7-74f4258cca70,A,HIGH,1
delta-github-run-31863169781-003.jsonl,30,ACCEPT,,All County Freedom Property Management,Coral Springs,USA,all county freedom property management,allcountyfreedom.com,19542802200,property_management,"3301 N University Dr, Coral Springs, FL",https://allcountyfreedom.com/,jeff@allcountyfreedom.com,,,,,,overture:e30b0ec1-5b54-4be3-9f3c-07326cf2b96f,https://explore.overturemaps.org/#id=e30b0ec1-5b54-4be3-9f3c-07326cf2b96f,A,PERMISSIVE,1
delta-github-run-31863169781-003.jsonl,31,ACCEPT,,All County Gulf Coast Property Management,Sarasota,USA,all county gulf coast property management,allcountygc.com,19412449550,property_management,"1207 Sarasota Center Blvd, Sarasota, FL",http://allcountygc.com/,contact@allcountygc.com,,,,,,overture:4d577eda-b823-4ba1-8fb3-c5f09bb4a128,https://explore.overturemaps.org/#id=4d577eda-b823-4ba1-8fb3-c5f09bb4a128,A,PERMISSIVE,1
delta-github-run-31863169781-003.jsonl,32,ACCEPT,,All County Goldstar Property Management,Englewood,USA,all county goldstar property management,allcountygoldstar.com,19412745588,property_management,"3389 S Access Rd, Englewood, FL",http://www.allcountygoldstar.com/,admin@allcountygoldstar.com,,,,,,overture:e552a3fc-8020-41f0-bda6-83fd634ae317,https://explore.overturemaps.org/#id=e552a3fc-8020-41f0-bda6-83fd634ae317,A,PERMISSIVE,1
delta-github-run-31863169781-003.jsonl,33,ACCEPT,,All County Polk Property Management,Lakeland,USA,all county polk property management,allcountypolk.com,18635105965,property_management,"225 S Ingraham Ave, Lakeland, FL",http://www.allcountypolk.com/,marketing@allcountypolk.com,,,,,,overture:ddf24f78-58bb-42c1-82ad-e0dfc5d1c628,https://explore.overturemaps.org/#id=ddf24f78-58bb-42c1-82ad-e0dfc5d1c628,A,PERMISSIVE,1
delta-github-run-31863169781-003.jsonl,34,ACCEPT,,All County Preferred Property Management,Rockledge,USA,all county preferred property management,allcountypreferred.com,13216073700,property_management,"1802 Fiske Blvd, Rockledge, FL",http://allcountypreferred.com/,contact@allcountypreferred.com,,,,,,overture:0fe951d5-3ff7-41a6-b661-3bd71a04ff9d,https://explore.overturemaps.org/#id=0fe951d5-3ff7-41a6-b661-3bd71a04ff9d,A,PERMISSIVE,1
delta-github-run-31863169781-003.jsonl,35,ACCEPT,,All County Suncoast Property Management,St Petersburg,USA,all county suncoast property management,allcountyprop.com,14842616800,property_management,"5922 9th Ave N, St Petersburg, FL",http://www.allcountyprop.com,info@allcountyprop.com,,https://www.instagram.com/allcountyprop/,,,,overture:5230ce60-1996-4880-85e7-281ecbfc7407,https://explore.overturemaps.org/#id=5230ce60-1996-4880-85e7-281ecbfc7407,A,PERMISSIVE,1
delta-github-run-31863169781-003.jsonl,36,ACCEPT,,All County Property Management Pros,Sarasota,USA,all county property management pros,allcountypros.com,19414042711,property_management,"4163 Clark Rd, Sarasota, FL",http://www.allcountypros.com/,contact@allcountypros.com,,,,,,overture:b6c782f6-92d5-430f-bfa5-19b4713acde0,https://explore.overturemaps.org/#id=b6c782f6-92d5-430f-bfa5-19b4713acde0,A,PERMISSIVE,1
delta-github-run-31863169781-003.jsonl,37,ACCEPT,,All County Sterling Property Management,Lake Mary,USA,all county sterling property management,allcountysterling.com,14076745601,property_management,"255 Primera Blvd, Lake Mary, FL",http://www.AllCountySterling.com/,contact@allcountysterling.com,,,,,,overture:cc0e7905-b06e-4266-a0e6-3f14f913869e,https://explore.overturemaps.org/#id=cc0e7905-b06e-4266-a0e6-3f14f913869e,A,PERMISSIVE,1
delta-github-run-31863169781-003.jsonl,38,ACCEPT,,All County Suncoast Property Management,St Petersburg,USA,all county suncoast property management,allcountysuncoast.com,17275412578,property_management,"1700 66th St N, St Petersburg, FL",https://www.allcountysuncoast.com/,info@allcountysuncoast.com,,,,,,overture:67acece5-9c49-4efa-a32a-e2ad5e9f2435,https://explore.overturemaps.org/#id=67acece5-9c49-4efa-a32a-e2ad5e9f2435,A,PERMISSIVE,1
delta-github-run-31863169781-003.jsonl,39,ACCEPT,,All County Tampa Bay Property Management,Tampa,USA,all county tampa bay property management,allcountytampabay.com,18138846400,property_management,"5411 Beaumont Center Blvd, Tampa, FL",http://www.allcountytampabay.com/,contact@allcountytampabay.com,,,,,,overture:72257dd0-ba78-4031-8eb4-e1a5465d45ea,https://explore.overturemaps.org/#id=72257dd0-ba78-4031-8eb4-e1a5465d45ea,A,PERMISSIVE,1
delta-github-run-31863169781-003.jsonl,40,ACCEPT,,Alliant Property Management,Fort Myers,USA,alliant property management,alliantproperty.com,12394541101,property_management,"6719 Winkler Rd, Fort Myers, FL",http://www.alliantproperty.com,info@alliantproperty.com,,,,,,overture:0d39b4e8-4fd7-4338-be90-49c0e95883b8,https://explore.overturemaps.org/#id=0d39b4e8-4fd7-4338-be90-49c0e95883b8,A,MEDIUM,1
delta-github-run-31863169781-003.jsonl,41,ACCEPT,,Property Management Services,Doral,USA,property management services,allrealtymanagement.com,17862987240,property_management,"All in One Employment Services, 3105 NW 107th Ave, Doral, FL",http://www.allrealtymanagement.com/contact-us,allrealtymanagement@gmail.com,,,,,,overture:ae2dce1b-fa7a-4be6-a51c-6fd6564c175d,https://explore.overturemaps.org/#id=ae2dce1b-fa7a-4be6-a51c-6fd6564c175d,A,HIGH,1
delta-github-run-31863169781-003.jsonl,42,ACCEPT,,All Seasons Vacation Rental,Palmetto Bay,USA,all seasons vacation rental,allseasonsvacationrental.com,17547799275,property_management,"18001 Old Cutler Rd, Palmetto Bay, FL",http://www.allseasonsvacationrental.com/,support@allseasonsvacationrental.com,,,,,,overture:2ffaee52-ea74-493a-8781-a2d127a581f1,https://explore.overturemaps.org/#id=2ffaee52-ea74-493a-8781-a2d127a581f1,A,MEDIUM,1
delta-github-run-31863169781-003.jsonl,43,ACCEPT,,Amazing Vacation Homes Orlando,Davenport,USA,amazing vacation homes orlando,amazingvacationhomesorlando.com,14075589249,property_management,"148 Hillcrest Dr, Davenport, FL",http://www.amazingvacationhomesorlando.com/,julie@amazingvacationhomesorlando.com,,,,,,overture:35712919-38a8-4f7f-8322-022443cbdd60,https://explore.overturemaps.org/#id=35712919-38a8-4f7f-8322-022443cbdd60,A,HIGH,1
delta-github-run-31863169781-003.jsonl,44,ACCEPT,,"The Ambassador, Palm Beach - Hotel, Residences and Grill",Palm Beach,USA,the ambassador palm beach hotel residences and grill,ambassadorpb.com,15615822511,hotel,"2730 S Ocean Blvd, Palm Beach, FL",http://www.ambassadorpb.com/services,reservations@ambassadorpb.com,,,,,,overture:38d36ac8-5e15-47fa-b7fe-93b3c05e9255,https://explore.overturemaps.org/#id=38d36ac8-5e15-47fa-b7fe-93b3c05e9255,B,PERMISSIVE,1
